Input.file,Event.Number,Species.Code,Call,UTC,End.time,Parameter.1,Parameter.2,Parameter.3,Parameter.4,Parameter.5,Parameter.6,Comments,Image,Audio
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210826041158.wav,3/9/2023 14:43,Bm,A NE Pacific,8/26/2021 4:13:00,,,,,,,,"1,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210826041158.wav,3/9/2023 14:44,Bm,B NE Pacific,8/26/2021 4:13:00,,,,,,,,"2,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210826045958.wav,3/9/2023 16:41,Bm,B NE Pacific,8/26/2021 5:01:00,,,,,,,,"3,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210826051158.wav,3/9/2023 16:42,Bm,A NE Pacific,8/26/2021 5:15:00,,,,,,,,"1,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210826062358.wav,3/9/2023 16:42,Bm,B NE Pacific,8/26/2021 6:25:00,,,,,,,,"2,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210826062358.wav,3/9/2023 16:43,Bm,A NE Pacific,8/26/2021 6:27:00,,,,,,,,"1,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210826065958.wav,3/9/2023 16:43,Bm,A NE Pacific,8/26/2021 7:02:00,,,,,,,,"1,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210826065958.wav,3/9/2023 16:44,Bm,B NE Pacific,8/26/2021 7:01:00,,,,,,,,"3,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210826081158.wav,3/9/2023 16:49,Bm,B NE Pacific,8/26/2021 8:13:00,,,,,,,,"3,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210826081158.wav,3/9/2023 16:50,Bm,A NE Pacific,8/26/2021 8:12:00,,,,,,,,"2,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210826085958.wav,3/9/2023 16:50,Bm,B NE Pacific,8/26/2021 9:02:00,,,,,,,,"3,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210826091158.wav,3/9/2023 16:51,Bm,A NE Pacific,8/26/2021 9:12:00,,,,,,,,"3,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210826101158.wav,3/9/2023 16:52,Bm,A NE Pacific,8/26/2021 10:12:00,,,,,,,,"2,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210826101158.wav,3/9/2023 16:52,Bm,B NE Pacific,8/26/2021 10:12:00,,,,,,,,"3,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210826111158.wav,3/9/2023 17:06,Bm,B NE Pacific,8/26/2021 11:15:00,,,,,,,,"3,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210826112358.wav,3/9/2023 17:07,Bm,A NE Pacific,8/26/2021 11:25:00,,,,,,,,"2,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210826121158.wav,3/9/2023 17:07,Bm,B NE Pacific,8/26/2021 12:13:00,,,,,,,,"3,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210826121158.wav,3/9/2023 17:07,Bm,A NE Pacific,8/26/2021 12:14:00,,,,,,,,"2,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210826132358.wav,3/9/2023 17:08,Bm,A NE Pacific,8/26/2021 13:24:00,,,,,,,,"2,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210826132358.wav,3/9/2023 17:08,Bm,B NE Pacific,8/26/2021 13:25:00,,,,,,,,"2,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210826132358.wav,3/9/2023 17:08,Bm,D,8/26/2021 13:24:00,,,,,,,,"1,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210826141158.wav,3/9/2023 17:39,Bm,B NE Pacific,8/26/2021 14:13:00,,,,,,,,"3,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210826141158.wav,3/9/2023 17:39,Bm,A NE Pacific,8/26/2021 14:13:00,,,,,,,,"3,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210826151158.wav,3/9/2023 17:40,Bm,A NE Pacific,8/26/2021 15:13:00,,,,,,,,"1,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210826151158.wav,3/9/2023 17:41,Bm,B NE Pacific,8/26/2021 15:13:00,,,,,,,,"2,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210826161158.wav,3/9/2023 17:41,Bm,B NE Pacific,8/26/2021 16:13:00,,,,,,,,"3,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210826161158.wav,3/9/2023 17:42,Bm,A NE Pacific,8/26/2021 16:13:00,,,,,,,,"1,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210826172358.wav,3/9/2023 17:43,Bm,B NE Pacific,8/26/2021 17:24:00,,,,,,,,"2,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210826182358.wav,3/9/2023 17:43,Bm,B NE Pacific,8/26/2021 18:25:00,,,,,,,,"2,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210826183558.wav,3/9/2023 17:44,Bm,A NE Pacific,8/26/2021 18:36:00,,,,,,,,"2,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210826191158.wav,3/9/2023 17:44,Bm,A NE Pacific,8/26/2021 19:14:00,,,,,,,,"2,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210826191158.wav,3/9/2023 17:44,Bm,B NE Pacific,8/26/2021 19:14:00,,,,,,,,"2,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210826201158.wav,3/9/2023 17:47,Bm,B NE Pacific,8/26/2021 20:14:00,,,,,,,,"3,G ",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210826201158.wav,3/9/2023 17:47,Bm,A NE Pacific,8/26/2021 20:14:00,,,,,,,,"1,G ",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210826205958.wav,3/9/2023 17:48,Bm,B NE Pacific,8/26/2021 21:02:00,,,,,,,,"2,G ",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210826221158.wav,3/9/2023 17:49,Bm,B NE Pacific,8/26/2021 22:16:00,,,,,,,,"2,G ",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210826224758.wav,3/9/2023 17:49,Bm,A NE Pacific,8/26/2021 22:52:00,,,,,,,,"1,G ",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210826231158.wav,3/9/2023 17:50,Bm,B NE Pacific,8/26/2021 23:14:00,,,,,,,,"2,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210827002358.wav,3/9/2023 17:51,Bm,B NE Pacific,8/27/2021 0:26:00,,,,,,,,"2,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210827004758.wav,3/9/2023 17:51,Bm,A NE Pacific,8/27/2021 0:48:00,,,,,,,,"1,G ",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210827014758.wav,3/9/2023 17:52,Bm,A NE Pacific,8/27/2021 1:49:00,,,,,,,,"1,G ",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210827014758.wav,3/9/2023 17:52,Bm,B NE Pacific,8/27/2021 1:50:00,,,,,,,,"2,G ",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210827021158.wav,3/9/2023 17:56,Bm,B NE Pacific,8/27/2021 2:15:00,,,,,,,,"1,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210827021158.wav,3/9/2023 17:56,Bm,A NE Pacific,8/27/2021 2:15:00,,,,,,,,"1,G ",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210827031158.wav,3/9/2023 17:57,Bm,A NE Pacific,8/27/2021 3:14:00,,,,,,,,"2,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210827031158.wav,3/9/2023 17:57,Bm,B NE Pacific,8/27/2021 3:14:00,,,,,,,,"2,B",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210827042358.wav,3/9/2023 17:58,Bm,B NE Pacific,8/27/2021 4:25:00,,,,,,,,"2,B",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210827042358.wav,3/9/2023 17:58,Bm,A NE Pacific,8/27/2021 4:25:00,,,,,,,,"2,B",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210827052358.wav,3/9/2023 17:58,Bm,A NE Pacific,8/27/2021 5:24:00,,,,,,,,"2,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210827055958.wav,3/9/2023 17:59,Bm,B NE Pacific,8/27/2021 6:02:00,,,,,,,,"3,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210827055958.wav,3/9/2023 17:59,Bm,A NE Pacific,8/27/2021 6:02:00,,,,,,,,"3,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210827071158.wav,3/9/2023 18:06,Bm,B NE Pacific,8/27/2021 7:12:00,,,,,,,,"2,B",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210827071158.wav,3/9/2023 18:06,Bm,A NE Pacific,8/27/2021 7:15:00,,,,,,,,"2,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210827081158.wav,3/9/2023 18:07,Bm,B NE Pacific,8/27/2021 8:14:00,,,,,,,,"2,B",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210827081158.wav,3/9/2023 18:07,Bm,A NE Pacific,8/27/2021 8:13:00,,,,,,,,"2,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\ADRIFT_001_500Hz_5s_1Hz.ltsa,3/9/2023 18:08,Bm,A NE Pacific,8/27/2021 9:12:00,,,,,,,,"1,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\ADRIFT_001_500Hz_5s_1Hz.ltsa,3/9/2023 18:08,Bm,B NE Pacific,8/27/2021 9:38:00,,,,,,,,"2,B",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\ADRIFT_001_500Hz_5s_1Hz.ltsa,3/9/2023 18:08,Bm,A NE Pacific,8/27/2021 10:03:00,,,,,,,,"1,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\ADRIFT_001_500Hz_5s_1Hz.ltsa,3/9/2023 18:08,Bm,B NE Pacific,8/27/2021 10:24:00,,,,,,,,"1,B",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\ADRIFT_001_500Hz_5s_1Hz.ltsa,3/9/2023 18:08,Bm,B NE Pacific,8/27/2021 11:16:00,,,,,,,,"1,B",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\ADRIFT_001_500Hz_5s_1Hz.ltsa,3/9/2023 18:08,Bm,A NE Pacific,8/27/2021 11:12:00,,,,,,,,"1,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\ADRIFT_001_500Hz_5s_1Hz.ltsa,3/9/2023 18:08,Bm,A NE Pacific,8/27/2021 12:05:00,,,,,,,,"2,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\ADRIFT_001_500Hz_5s_1Hz.ltsa,3/9/2023 18:09,Bm,B NE Pacific,8/27/2021 12:24:00,,,,,,,,"2,B",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\ADRIFT_001_500Hz_5s_1Hz.ltsa,3/9/2023 18:09,Bm,A NE Pacific,8/27/2021 13:36:00,,,,,,,,"2,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\ADRIFT_001_500Hz_5s_1Hz.ltsa,3/9/2023 18:09,Bm,B NE Pacific,8/27/2021 13:14:00,,,,,,,,"1,B",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210827141158.wav,3/9/2023 18:09,Bm,B NE Pacific,8/27/2021 14:13:00,,,,,,,,"2,B",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210827141158.wav,3/9/2023 18:09,Bm,A NE Pacific,8/27/2021 14:12:00,,,,,,,,"1,B",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210827145958.wav,3/9/2023 18:10,Bm,A NE Pacific,8/27/2021 15:03:00,,,,,,,,"2,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210827145958.wav,3/9/2023 18:10,Bm,B NE Pacific,8/27/2021 15:04:00,,,,,,,,"2,B",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210827155958.wav,3/9/2023 18:10,Bm,A NE Pacific,8/27/2021 16:02:00,,,,,,,,"1,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210827162358.wav,3/9/2023 18:10,Bm,B NE Pacific,8/27/2021 16:28:00,,,,,,,,"1,B ",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210828063558.wav,3/9/2023 18:11,Bm,A NE Pacific,8/28/2021 6:36:00,,,,,,,,"2,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210828063558.wav,3/9/2023 18:11,Bm,B NE Pacific,8/28/2021 6:37:00,,,,,,,,"2,B",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210828065958.wav,3/9/2023 18:11,Bm,B NE Pacific,8/28/2021 7:03:00,,,,,,,,"2,B",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210828065958.wav,3/9/2023 18:12,Bm,A NE Pacific,8/28/2021 7:04:00,,,,,,,,"1,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210828082358.wav,3/9/2023 18:12,Bm,B NE Pacific,8/28/2021 8:27:00,,,,,,,,"2,B",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210828085958.wav,3/9/2023 18:12,Bm,A NE Pacific,8/28/2021 9:03:00,,,,,,,,"2,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210828085958.wav,3/9/2023 18:12,Bm,B NE Pacific,8/28/2021 9:04:00,,,,,,,,"2,B",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210828095958.wav,3/9/2023 18:13,Bm,A NE Pacific,8/28/2021 10:03:00,,,,,,,,"2,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210828095958.wav,3/9/2023 18:13,Bm,B NE Pacific,8/28/2021 10:04:00,,,,,,,,"2,B",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210828105958.wav,3/9/2023 18:13,Bm,A NE Pacific,8/28/2021 11:02:00,,,,,,,,"2,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210828105958.wav,3/9/2023 18:13,Bm,B NE Pacific,8/28/2021 11:03:00,,,,,,,,"1,B",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210828115958.wav,3/9/2023 18:14,Bm,B NE Pacific,8/28/2021 12:02:00,,,,,,,,"2,B",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210828115958.wav,3/9/2023 18:14,Bm,A NE Pacific,8/28/2021 12:02:00,,,,,,,,"1,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210828125958.wav,3/9/2023 18:14,Bm,A NE Pacific,8/28/2021 13:01:00,,,,,,,,"1,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210828125958.wav,3/9/2023 18:14,Bm,B NE Pacific,8/28/2021 13:02:00,,,,,,,,"2,B",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210828135958.wav,3/9/2023 18:14,Bm,B NE Pacific,8/28/2021 14:01:00,,,,,,,,"2,B",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210828135958.wav,3/9/2023 18:14,Bm,A NE Pacific,8/28/2021 14:01:00,,,,,,,,"1,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210828151158.wav,3/9/2023 18:15,Bm,A NE Pacific,8/28/2021 15:12:00,,,,,,,,"1,B",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210828151158.wav,3/9/2023 18:15,Bm,B NE Pacific,8/28/2021 15:13:00,,,,,,,,"2,B",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\ADRIFT_001_500Hz_5s_1Hz.ltsa,3/9/2023 18:15,Bm,B NE Pacific,8/28/2021 16:13:00,,,,,,,,"2,B",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\ADRIFT_001_500Hz_5s_1Hz.ltsa,3/9/2023 18:15,Bm,A NE Pacific,8/28/2021 16:05:00,,,,,,,,"1,G",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\5987.210828171158.wav,3/9/2023 18:15,Bm,B NE Pacific,8/28/2021 17:14:00,,,,,,,,"2,B",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\ADRIFT_001_500Hz_5s_1Hz.ltsa,3/9/2023 18:16,Bm,B NE Pacific,8/28/2021 22:00:00,,,,,,,,"2,B",,
H:\RECORDINGS\500Hz\ADRIFT_001_500Hz\ADRIFT_001_500Hz_5s_1Hz.ltsa,3/9/2023 18:16,Bm,B NE Pacific,8/28/2021 23:01:00,,,,,,,,"2,B",,
