"Input.file","Event.Number","Species.Code","Call","Start.time","End.time","Parameter.1","Parameter.2","Parameter.3","Parameter.4","Parameter.5","Parameter.6","Comments","Image","Audio"
"H:\RECORDINGS\500Hz\ADRIFT_036_500Hz\5984.221116193727.wav","4/25/2023 12:25","Bm","B NE Pacific","11/16/2022 19:43:03",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_036_500Hz\5984.221116193727.wav","4/25/2023 12:25","Bm","A NE Pacific","11/16/2022 19:44:30",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_036_500Hz\5984.221116195957.wav","4/25/2023 12:26","Bm","B NE Pacific","11/16/2022 20:19:34",NA,NA,NA,NA,NA,NA,NA,"2,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_036_500Hz\5984.221116212957.wav","4/25/2023 12:26","Bm","B NE Pacific","11/16/2022 21:37:21",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_036_500Hz\5984.221116221457.wav","4/25/2023 12:26","Bm","B NE Pacific","11/16/2022 22:19:54",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_036_500Hz\5984.221116225956.wav","4/25/2023 12:26","Bm","B NE Pacific","11/16/2022 23:03:44",NA,NA,NA,NA,NA,NA,NA,"2,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_036_500Hz\5984.221117005226.wav","4/25/2023 12:47","Bm","B NE Pacific","11/17/2022 1:03:06",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_036_500Hz\5984.221117015956.wav","4/25/2023 13:00","Bm","B NE Pacific","11/17/2022 2:05:30",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_036_500Hz\5984.221117032955.wav","4/25/2023 13:00","Bm","B NE Pacific","11/17/2022 3:37:08",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_036_500Hz\5984.221117041455.wav","4/25/2023 13:00","Bm","B NE Pacific","11/17/2022 4:15:29",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_036_500Hz\5984.221117045955.wav","4/25/2023 13:01","Bm","B NE Pacific","11/17/2022 5:06:46",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
