"Input.file","Event.Number","Species.Code","Call","Start.time","End.time","Parameter.1","Parameter.2","Parameter.3","Parameter.4","Parameter.5","Parameter.6","Comments","Image","Audio"
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220729200722.wav","4/18/2023 13:11","Bm","A NE Pacific","7/29/2022 20:08:57",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220729205222.wav","4/18/2023 13:13","Bm","A NE Pacific","7/29/2022 21:12:52",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220729205222.wav","4/18/2023 13:13","Bm","B NE Pacific","7/29/2022 21:13:43",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220729222222.wav","4/18/2023 13:13","Bm","D","7/29/2022 22:33:51",NA,NA,NA,NA,NA,NA,NA,"2,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220729230722.wav","4/18/2023 13:14","Bm","D","7/29/2022 23:09:30",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220729230722.wav","4/18/2023 13:14","Bm","B NE Pacific","7/29/2022 23:08:37",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220729232952.wav","4/18/2023 13:14","Bm","A NE Pacific","7/29/2022 23:42:08",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220729235222.wav","4/18/2023 13:15","Bm","D","7/30/2022 0:05:16",NA,NA,NA,NA,NA,NA,NA,"3,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220729235222.wav","4/18/2023 13:15","Bm","B NE Pacific","7/30/2022 0:08:01",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220730020721.wav","4/18/2023 13:18","Bm","B NE Pacific","7/30/2022 2:09:16",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220730025221.wav","4/18/2023 13:18","Bm","A NE Pacific","7/30/2022 2:53:35",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220730025221.wav","4/18/2023 13:19","Bm","B NE Pacific","7/30/2022 3:06:01",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220730031451.wav","4/18/2023 13:19","Bm","A NE Pacific","7/30/2022 3:18:59",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220730035951.wav","4/18/2023 13:19","Bm","B NE Pacific","7/30/2022 4:08:53",NA,NA,NA,NA,NA,NA,NA,"2,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220730050721.wav","4/18/2023 13:20","Bm","B NE Pacific","7/30/2022 5:15:38",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220730061451.wav","4/18/2023 13:20","Bm","D","7/30/2022 6:26:40",NA,NA,NA,NA,NA,NA,NA,"2,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220730061451.wav","4/18/2023 13:20","Bm","B NE Pacific","7/30/2022 6:30:03",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220730065951.wav","4/18/2023 13:20","Bm","B NE Pacific","7/30/2022 7:04:13",NA,NA,NA,NA,NA,NA,NA,"2,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220730074451.wav","4/18/2023 13:21","Bm","D","7/30/2022 7:57:23",NA,NA,NA,NA,NA,NA,NA,"3,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220730082950.wav","4/18/2023 13:22","Bm","D","7/30/2022 8:46:34",NA,NA,NA,NA,NA,NA,NA,"2,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220730082950.wav","4/18/2023 13:22","Bm","B NE Pacific","7/30/2022 8:34:23",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220730085220.wav","4/18/2023 13:22","Bm","B NE Pacific","7/30/2022 9:08:32",NA,NA,NA,NA,NA,NA,NA,"2,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220730095950.wav","4/18/2023 13:22","Bm","B NE Pacific","7/30/2022 10:10:57",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220730112950.wav","4/18/2023 13:23","Bm","B NE Pacific","7/30/2022 11:34:24",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220730115220.wav","4/18/2023 13:23","Bm","D","7/30/2022 11:57:55",NA,NA,NA,NA,NA,NA,NA,"3,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220730115220.wav","4/18/2023 13:23","Bm","B NE Pacific","7/30/2022 12:11:05",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220730121450.wav","4/18/2023 13:24","Bm","D","7/30/2022 12:32:28",NA,NA,NA,NA,NA,NA,NA,"2,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220730125950.wav","4/18/2023 13:25","Bm","B NE Pacific","7/30/2022 13:07:02",NA,NA,NA,NA,NA,NA,NA,"2,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220730125950.wav","4/18/2023 13:25","Bm","D","7/30/2022 13:09:29",NA,NA,NA,NA,NA,NA,NA,"3,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220730142950.wav","4/18/2023 13:27","Bm","D","7/30/2022 14:39:50",NA,NA,NA,NA,NA,NA,NA,"2,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220730140720.wav","4/18/2023 13:27","Bm","B NE Pacific","7/30/2022 14:11:58",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220730145219.wav","4/18/2023 13:28","Bm","D","7/30/2022 15:04:40",NA,NA,NA,NA,NA,NA,NA,"3,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220730151449.wav","4/18/2023 13:28","Bm","B NE Pacific","7/30/2022 15:20:12",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220730155949.wav","4/18/2023 13:28","Bm","B NE Pacific","7/30/2022 16:18:24",NA,NA,NA,NA,NA,NA,NA,"1,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220730164449.wav","4/18/2023 13:28","Bm","D","7/30/2022 16:57:56",NA,NA,NA,NA,NA,NA,NA,"3,G",NA,NA
"H:\RECORDINGS\500Hz\ADRIFT_030_500Hz\5987.220730164449.wav","4/18/2023 13:28","Bm","D","7/30/2022 17:03:33",NA,NA,NA,NA,NA,NA,NA,"3,G",NA,NA
