V1,V2,V3
-125.1,40.0111940298507,-1562.00024414062
-125.031818181818,40.0111940298507,-1570.240234375
-124.963636363636,40.0111940298507,-1482.19018554688
-124.895454545455,40.0111940298507,-1296.79016113281
-124.827272727273,40.0111940298507,-1195.19018554688
-124.759090909091,40.0111940298507,-1127.05017089844
-124.690909090909,40.0111940298507,-1083.04016113281
-124.622727272727,40.0111940298507,-1099.16015625
-124.554545454545,40.0111940298507,-1142.54943847656
-124.486363636364,40.0111940298507,-1113.08947753906
-124.418181818182,40.0111940298507,-1037.23950195312
-124.35,40.0111940298507,-938.45947265625
-124.281818181818,40.0111940298507,-561.279479980469
-124.213636363636,40.0111940298507,-199.95947265625
-124.145454545455,40.0111940298507,-61.7894744873047
-124.077272727273,40.0111940298507,-10.1594724655151
-124.009090909091,40.0111940298507,291.261047363281
-123.940909090909,40.0111940298507,370.311065673828
-123.872727272727,40.0111940298507,349.621063232422
-123.804545454545,40.0111940298507,370.551055908203
-123.736363636364,40.0111940298507,580.731079101562
-123.668181818182,40.0111940298507,749.301086425781
-123.6,40.0111940298507,727.8310546875
-123.531818181818,40.0111940298507,652.06103515625
-123.463636363636,40.0111940298507,503.789306640625
-123.395454545455,40.0111940298507,572.749328613281
-123.327272727273,40.0111940298507,789.519287109375
-123.259090909091,40.0111940298507,870.779296875
-123.190909090909,40.0111940298507,1327.10925292969
-123.122727272727,40.0111940298507,1411.46936035156
-123.054545454545,40.0111940298507,1259.67932128906
-122.986363636364,40.0111940298507,1628.78930664062
-122.918181818182,40.0111940298507,1512.01684570312
-122.85,40.0111940298507,1422.46691894531
-122.781818181818,40.0111940298507,1715.50695800781
-122.713636363636,40.0111940298507,1271.49694824219
-122.645454545455,40.0111940298507,614.126892089844
-122.577272727273,40.0111940298507,338.036895751953
-122.509090909091,40.0111940298507,251.536911010742
-122.440909090909,40.0111940298507,214.326904296875
-122.372727272727,40.0111940298507,165.143005371094
-122.304545454545,40.0111940298507,128.013000488281
-122.236363636364,40.0111940298507,98.5630035400391
-122.168181818182,40.0111940298507,79.7630004882812
-122.1,40.0111940298507,63.4930000305176
-122.031818181818,40.0111940298507,79.2929992675781
-121.963636363636,40.0111940298507,108.983001708984
-121.895454545455,40.0111940298507,273.822998046875
