,Selection,View,Channel,Begin.Time..s.,End.Time..s.,Low.Freq..Hz.,High.Freq..Hz.,UTC,Begin.Hour,species,Notes
75,77,Spectrogram 1,1,165736.6934,165749.4052,7.371,1415.233,3/13/23 17:56,17,HmpSoc,NA
76,78,Spectrogram 1,1,166358.7603,166453.845,147.42,972.973,3/13/23 18:06,18,HmpSng,NA
77,79,Spectrogram 1,1,166842.7259,166874.1242,0,2955.774,3/13/23 18:14,18,HmpSoc,NA
78,80,Spectrogram 1,1,170536.434,170572.1543,162.162,707.617,3/13/23 19:16,19,Hmp,NA
79,81,Spectrogram 1,1,170949.6705,171024.9247,117.936,840.295,3/13/23 19:23,19,HmpSng,NA
80,82,Spectrogram 1,1,172057.2281,172152.3128,88.452,737.101,3/13/23 19:41,19,HmpSng,NA
81,83,Spectrogram 1,1,173944.1499,174020.6753,51.597,847.666,3/13/23 20:12,20,HmpSng,NA
82,84,Spectrogram 1,1,179475.152,179549.0079,199.017,766.585,3/13/23 21:45,21,Hmp,NA
83,85,Spectrogram 1,1,179858.2614,179905.8037,103.194,737.101,3/13/23 21:51,21,HmpSng,NA
84,86,Spectrogram 1,1,187544.8876,187590.6503,117.936,2159.705,3/13/23 23:59,23,HmpSng,NA
85,87,Spectrogram 1,1,187779.8533,187864.3872,206.388,1466.83,3/14/23 0:03,0,HmpSng,NA
86,88,Spectrogram 1,1,187941.3448,188031.5989,361.179,2705.16,3/14/23 0:06,0,HmpSng,NA
87,89,Spectrogram 1,1,188132.8362,188189.4039,125.307,2565.111,3/14/23 0:09,0,HmpSng,NA
88,90,Spectrogram 1,1,195039.5906,195089.5482,162.162,832.924,3/14/23 2:04,2,HmpSng,NA
89,91,Spectrogram 1,1,197189.5715,197236.7325,154.791,818.182,3/14/23 2:40,2,HmpSng,NA
90,92,Spectrogram 1,1,198423.4087,198505.6544,73.71,914.005,3/14/23 3:00,3,HmpSng,NA
91,93,Spectrogram 1,1,199486.0432,199543.5008,140.049,1090.909,3/14/23 3:18,3,HmpSng,NA
92,94,Spectrogram 1,1,200857.2193,200919.6345,132.678,855.037,3/14/23 3:41,3,HmpSng,NA
93,95,Spectrogram 1,1,202033.8025,202134.0991,147.42,1009.828,3/14/23 4:01,4,HmpSng,NA
94,96,Spectrogram 1,1,203502.606,203581.928,88.452,803.44,3/14/23 4:25,4,HmpSng,NA
95,97,Spectrogram 1,1,205063.4941,205188.1974,125.307,1009.828,3/14/23 4:51,4,HmpSng,NA
96,98,Spectrogram 1,1,205658.3068,205695.9339,51.597,678.133,3/14/23 5:01,5,HmpSng,NA
97,99,Spectrogram 1,1,208177.211,208219.4144,147.42,589.681,3/14/23 5:43,5,HmpSng,NA
98,100,Spectrogram 1,1,209479.1835,209577.9546,110.565,501.229,3/14/23 6:05,6,HmpSng,NA
99,101,Spectrogram 1,1,210261.4703,210361.5126,110.565,936.118,3/14/23 6:18,6,HmpSng,NA
100,102,Spectrogram 1,1,211769.8074,211819.3836,81.081,796.069,3/14/23 6:43,6,HmpSng,NA
101,103,Spectrogram 1,1,212880.0344,212976.2632,117.936,840.295,3/14/23 7:01,7,HmpSng,NA
102,104,Spectrogram 1,1,214811.956,214925.3458,140.049,1142.506,3/14/23 7:34,7,HmpSng,NA
103,105,Spectrogram 1,1,216453.4373,216543.6915,36.855,972.973,3/14/23 8:01,8,HmpSng,NA
104,106,Spectrogram 1,1,217415.0125,217522.6819,132.678,1746.929,3/14/23 8:17,8,HmpSng,NA
105,107,Spectrogram 1,1,220049.8485,220092.5604,176.904,759.214,3/14/23 9:01,9,HmpSng,NA
106,108,Spectrogram 1,1,220884.508,220925.9487,117.936,788.698,3/14/23 9:15,9,HmpSng,NA
107,109,Spectrogram 1,1,222867.7094,222875.4636,22.113,877.15,3/14/23 9:48,9,HmpSoc,NA
108,110,Spectrogram 1,1,223119.2003,223127.3359,147.42,1680.59,3/14/23 9:52,9,HmpSoc,NA
109,111,Spectrogram 1,1,223917.6315,223988.5637,110.565,943.489,3/14/23 10:05,10,HmpSng,NA
110,112,Spectrogram 1,1,224970.656,225008.5374,81.081,855.037,3/14/23 10:23,10,HmpSng,NA
111,113,Spectrogram 1,1,229015.5662,229078.617,110.565,560.197,3/14/23 11:30,11,HmpSng,NA
112,114,Spectrogram 1,1,230871.2929,230970.9539,125.307,869.779,3/14/23 12:01,12,HmpSng,NA
113,115,Spectrogram 1,1,246812.3615,246821.1326,191.646,611.794,3/14/23 16:27,16,Hmp,NA
114,116,Spectrogram 1,1,249005.4888,249047.4379,243.243,501.229,3/14/23 17:03,17,Hmp,NA
115,117,Spectrogram 1,1,256256.4632,256317.8615,235.872,493.857,3/14/23 19:04,19,HmpSng,NA
116,118,Spectrogram 1,1,259816.9039,259889.3615,191.646,582.31,3/14/23 20:04,20,Hmp,NA
117,119,Spectrogram 1,1,260401.5479,260441.336,169.533,921.376,3/14/23 20:13,20,HmpSng,NA
118,120,Spectrogram 1,1,264996.0736,265045.5227,257.985,663.391,3/14/23 21:30,21,Hmp,NA
119,121,Spectrogram 1,1,268336.2428,268374.1242,125.307,714.988,3/14/23 22:26,22,HmpSng,NA
120,122,Spectrogram 1,1,270508.0141,270575.8954,162.162,574.939,3/14/23 23:02,23,HmpSng,NA
121,123,Spectrogram 1,1,272761.9039,272818.9801,58.968,604.423,3/14/23 23:39,23,HmpSng,NA
122,124,Spectrogram 1,1,274773.0225,274857.3021,213.759,619.165,3/15/23 0:13,0,HmpSng,NA
123,125,Spectrogram 1,1,277785.6836,277837.2937,88.452,552.826,3/15/23 1:03,1,HmpSng,NA
124,126,Spectrogram 1,1,278614.6242,278693.9462,73.71,619.165,3/15/23 1:17,1,HmpSng,NA
125,127,Spectrogram 1,1,280911.4801,280994.3615,95.823,670.762,3/15/23 1:55,1,HmpSng,NA
126,128,Spectrogram 1,1,281237.8954,281331.7089,117.936,980.344,3/15/23 2:01,2,HmpSng,NA
127,129,Spectrogram 1,1,282986.9715,283031.9715,132.678,729.73,3/15/23 2:30,2,HmpSng,NA
128,130,Spectrogram 1,1,283861.0393,283918.624,125.307,759.214,3/15/23 2:44,2,HmpSng,NA
129,131,Spectrogram 1,1,284291.7425,284392.0391,110.565,759.214,3/15/23 2:52,2,HmpSng,NA
130,132,Spectrogram 1,1,284826.5562,284908.0392,81.081,980.344,3/15/23 3:00,3,HmpSng,NA
131,133,Spectrogram 1,1,288509.5901,288600.607,66.339,1061.425,3/15/23 4:02,4,HmpSng,NA
132,134,Spectrogram 1,1,292071.8104,292206.8104,58.968,796.069,3/15/23 5:01,5,HmpSng,NA
133,135,Spectrogram 1,1,295763.2342,295823.3613,88.452,818.182,3/15/23 6:03,6,HmpSng,NA
134,136,Spectrogram 1,1,299441.895,299497.7001,243.243,972.973,3/15/23 7:04,7,HmpSng,NA
135,137,Spectrogram 1,1,303577.7456,303659.7371,154.791,744.472,3/15/23 8:13,8,HmpSng,NA
136,138,Spectrogram 1,1,304876.2867,304910.4816,66.339,567.568,3/15/23 8:35,8,HmpSng,NA
137,139,Spectrogram 1,1,306220.0815,306271.056,103.194,972.973,3/15/23 8:57,8,HmpSng,NA
138,140,Spectrogram 1,1,306461.327,306519.9287,132.678,1503.686,3/15/23 9:01,9,HmpSng,NA
139,141,Spectrogram 1,1,307845.9274,307896.902,66.339,862.408,3/15/23 9:24,9,HmpSng,NA
140,142,Spectrogram 1,1,310399.0255,310440.9746,58.968,722.359,3/15/23 10:07,10,HmpSng,NA
141,143,Spectrogram 1,1,311448.3127,311488.7364,117.936,759.214,3/15/23 10:24,10,HmpSng,NA
142,144,Spectrogram 1,1,312800.8024,312849.6159,125.307,714.988,3/15/23 10:47,10,HmpSng,NA
143,145,Spectrogram 1,1,313764.666,313802.2931,51.597,589.681,3/15/23 11:03,11,HmpSng,NA
144,146,Spectrogram 1,1,314770.9861,314810.52,140.049,877.15,3/15/23 11:20,11,HmpSng,NA
145,147,Spectrogram 1,1,318027.2538,318090.1775,154.791,744.472,3/15/23 12:14,12,HmpSng,NA
146,148,Spectrogram 1,1,319900.955,319939.7262,309.582,619.165,3/15/23 12:45,12,HmpSng,NA
147,149,Spectrogram 1,1,322582.5708,322654.2657,191.646,619.165,3/15/23 13:30,13,HmpSng,NA
148,150,Spectrogram 1,1,324636.8303,324663.6524,110.565,479.115,3/15/23 14:04,14,Hmp,NA
149,151,Spectrogram 1,1,327838.5656,327887.1249,103.194,479.115,3/15/23 14:57,14,HmpSng,NA
150,152,Spectrogram 1,1,329716.9213,329763.7009,191.646,589.681,3/15/23 15:29,15,Hmp,NA
151,153,Spectrogram 1,1,332305.2348,332369.684,169.533,449.631,3/15/23 16:12,16,Hmp,NA
152,154,Spectrogram 1,1,332115.9044,332146.7943,95.823,464.373,3/15/23 16:09,16,Hmp,NA
153,155,Spectrogram 1,1,339207.547,339236.1487,383.292,796.069,3/15/23 18:07,18,Hmp,NA
154,156,Spectrogram 1,1,340931.5299,340954.4113,398.034,751.843,3/15/23 18:36,18,Hmp,NA
155,157,Spectrogram 1,1,342256.691,342287.1995,184.275,877.15,3/15/23 18:58,18,HmpSng,NA
156,158,Spectrogram 1,1,343480.0554,343531.7926,346.437,796.069,3/15/23 19:18,19,HmpSng,NA
157,159,Spectrogram 1,1,347778.8012,347882.6571,51.597,457.002,3/15/23 20:30,20,Hmp,NA
158,160,Spectrogram 1,1,353465.9621,353503.7163,154.791,508.6,3/15/23 22:04,22,Hmp,NA
159,161,Spectrogram 1,1,354924.7229,354963.4941,162.162,714.988,3/15/23 22:29,22,HmpSng,NA
160,162,Spectrogram 1,1,357167.9346,357242.4261,176.904,759.214,3/15/23 23:06,23,HmpSng,NA
161,163,Spectrogram 1,1,361694.0194,361703.9346,176.904,538.084,3/16/23 0:22,0,Hmp,NA
162,164,Spectrogram 1,1,370768.0532,370805.1718,95.823,722.359,3/16/23 2:53,2,HmpSng,NA
163,165,Spectrogram 1,1,373980.9257,374021.0952,125.307,641.278,3/16/23 3:46,3,Hmp,NA
164,166,Spectrogram 1,1,374195.0948,374304.7981,81.081,707.617,3/16/23 3:50,3,Hmp,NA
165,167,Spectrogram 1,1,374862.1614,374914.1529,36.855,611.794,3/16/23 4:01,4,HmpSng,NA
166,168,Spectrogram 1,1,375322.229,375382.3561,95.823,729.73,3/16/23 4:09,4,HmpSng,NA
167,169,Spectrogram 1,1,375641.6522,375685.8895,147.42,862.408,3/16/23 4:14,4,HmpSng,NA
168,170,Spectrogram 1,1,375972.5156,376035.9478,147.42,803.44,3/16/23 4:20,4,HmpSng,NA
169,171,Spectrogram 1,1,376457.3713,376492.9645,117.936,862.408,3/16/23 4:28,4,HmpSng,NA
170,172,Spectrogram 1,1,378442.1744,378551.6235,206.388,722.359,3/16/23 5:01,5,HmpSng,NA
171,173,Spectrogram 1,1,378793.5042,378876.6397,22.113,1054.054,3/16/23 5:07,5,HmpSng,NA
172,174,Spectrogram 1,1,379945.045,380013.3077,73.71,1400.491,3/16/23 5:26,5,HmpSng,NA
173,175,Spectrogram 1,1,381347.1115,381396.6878,154.791,987.715,3/16/23 5:49,5,HmpSng,NA
174,176,Spectrogram 1,1,382636.6269,382689.3811,154.791,862.408,3/16/23 6:11,6,HmpSng,NA
175,177,Spectrogram 1,1,384810.8867,384850.9291,206.388,847.666,3/16/23 6:47,6,HmpSng,NA
176,178,Spectrogram 1,1,385703.5636,385797.1229,95.823,781.327,3/16/23 7:02,7,HmpSng,NA
177,179,Spectrogram 1,1,389319.4243,389399.1277,66.339,788.698,3/16/23 8:02,8,HmpSng,NA
178,180,Spectrogram 1,1,394314.8508,394413.749,95.823,781.327,3/16/23 9:25,9,HmpSng,NA
179,181,Spectrogram 1,1,396710.3988,396767.6022,132.678,648.649,3/16/23 10:05,10,HmpSng,NA
180,182,Spectrogram 1,1,397580.5249,397672.0503,51.597,692.875,3/16/23 10:20,10,HmpSng,NA
181,183,Spectrogram 1,1,398179.4568,398316.6177,88.452,1171.99,3/16/23 10:30,10,HmpSng,NA
182,184,Spectrogram 1,1,399978.7425,400078.1492,66.339,825.553,3/16/23 11:00,11,HmpSng,NA
183,185,Spectrogram 1,1,401339.9527,401395.6307,191.646,1120.393,3/16/23 11:22,11,HmpSng,NA
184,186,Spectrogram 1,1,408463.4952,408521.3341,95.823,420.147,3/16/23 13:21,13,Hmp,NA
185,187,Spectrogram 1,1,412400.482,412471.2871,110.565,464.373,3/16/23 14:27,14,HmpSng,NA
186,188,Spectrogram 1,1,413066.5328,413134.9226,58.968,538.084,3/16/23 14:38,14,HmpSng,NA
187,189,Spectrogram 1,1,413323.4903,413382.9818,132.678,1002.457,3/16/23 14:42,14,HmpSng,NA
188,190,Spectrogram 1,1,416490.6513,416516.8377,81.081,368.55,3/16/23 15:35,15,Hmp,NA
189,191,Spectrogram 1,1,417628.4649,417687.575,280.098,1061.425,3/16/23 15:54,15,HmpSng,NA
190,192,Spectrogram 1,1,418035.4731,418084.1596,147.42,862.408,3/16/23 16:01,16,HmpSng,NA
191,193,Spectrogram 1,1,418613.4302,418723.2607,81.081,707.617,3/16/23 16:10,16,HmpSng,NA
192,194,Spectrogram 1,1,419304.2692,419367.1929,110.565,678.133,3/16/23 16:22,16,HmpSng,NA
193,195,Spectrogram 1,1,419941.9726,419998.2861,44.226,1208.845,3/16/23 16:32,16,HmpSng,NA
194,196,Spectrogram 1,1,420859.1843,420984.7775,169.533,1459.459,3/16/23 16:48,16,HmpSng,NA
195,197,Spectrogram 1,1,421513.7944,421636.9723,132.678,1245.7,3/16/23 16:59,16,HmpSng,NA
196,198,Spectrogram 1,1,422183.2773,422247.218,191.646,1208.845,3/16/23 17:10,17,HmpSng,NA
197,199,Spectrogram 1,1,424276.3101,424340.8863,132.678,766.585,3/16/23 17:45,17,HmpSng,NA
198,200,Spectrogram 1,1,426078.0133,426166.2336,36.855,670.762,3/16/23 18:15,18,HmpSng,NA
199,201,Spectrogram 1,1,426528.9286,426660.7505,36.855,818.182,3/16/23 18:22,18,HmpSng,NA
200,202,Spectrogram 1,1,427389.776,427445.1997,206.388,928.747,3/16/23 18:36,18,HmpSng,NA
201,203,Spectrogram 1,1,428957.5303,429056.6827,103.194,1039.312,3/16/23 19:03,19,HmpSng,NA
202,204,Spectrogram 1,1,429260.6824,429420.8518,169.533,1135.135,3/16/23 19:08,19,HmpSng,NA
203,205,Spectrogram 1,1,433965.8009,434030.2501,66.339,656.02,3/16/23 20:26,20,Hmp,NA
204,206,Spectrogram 1,1,434438.1993,434555.0212,147.42,501.229,3/16/23 20:34,20,HmpSng,NA
205,207,Spectrogram 1,1,436099.6376,436196.6291,88.452,906.634,3/16/23 21:02,21,HmpSng,NA
206,208,Spectrogram 1,1,438899.5239,438941.6001,176.904,457.002,3/16/23 21:48,21,Hmp,NA
207,209,Spectrogram 1,1,439685.1161,439739.5229,95.823,560.197,3/16/23 22:01,22,Hmp,NA
208,210,Spectrogram 1,1,440106.1579,440183.0647,88.452,361.179,3/16/23 22:08,22,Hmp,NA
209,211,Spectrogram 1,1,441091.2504,441246.3351,66.339,869.779,3/16/23 22:25,22,HmpSng,NA
210,212,Spectrogram 1,1,441782.9785,441850.6056,95.823,604.423,3/16/23 22:36,22,HmpSng,NA
211,213,Spectrogram 1,1,443395.4768,443460.4344,125.307,648.649,3/16/23 23:03,23,Hmp,NA
212,214,Spectrogram 1,1,445523.2112,445609.779,66.339,611.794,3/16/23 23:39,23,HmpSng,NA
213,215,Spectrogram 1,1,446274.228,446391.5585,140.049,700.246,3/16/23 23:51,23,HmpSng,NA
214,216,Spectrogram 1,1,446907.3552,447054.9398,95.823,707.617,3/17/23 0:02,0,HmpSng,NA
215,217,Spectrogram 1,1,449590.4992,449651.6432,36.855,847.666,3/17/23 0:46,0,HmpSng,NA
216,218,Spectrogram 1,1,450337.3213,450394.7789,184.275,700.246,3/17/23 0:59,0,HmpSng,NA
217,219,Spectrogram 1,1,450858.406,450893.3636,95.823,678.133,3/17/23 1:08,1,Hmp,NA
218,220,Spectrogram 1,1,451297.6263,451379.2365,184.275,877.15,3/17/23 1:15,1,HmpSng,NA
219,221,Spectrogram 1,1,453074.6687,453121.5755,176.904,825.553,3/17/23 1:45,1,HmpSng,NA
220,222,Spectrogram 1,1,454135.5239,454204.8035,169.533,626.536,3/17/23 2:02,2,HmpSng,NA
221,223,Spectrogram 1,1,457119.3265,457246.1908,147.42,1415.233,3/17/23 2:52,2,HmpSng,NA
222,224,Spectrogram 1,1,457610.7926,457733.5891,88.452,936.118,3/17/23 3:00,3,HmpSng,NA
223,225,Spectrogram 1,1,458748.7332,458821.3179,117.936,921.376,3/17/23 3:19,3,HmpSng,NA
224,226,Spectrogram 1,1,461358.0212,461448.911,117.936,958.231,3/17/23 4:03,4,HmpSng,NA
225,227,Spectrogram 1,1,464617.3433,464710.6483,125.307,1120.393,3/17/23 4:57,4,HmpSng,NA
226,228,Spectrogram 1,1,465234.0721,465388.6483,81.081,751.843,3/17/23 5:07,5,HmpSng,NA
227,229,Spectrogram 1,1,465883.3433,465972.1992,81.081,2800.983,3/17/23 5:18,5,HmpSng,NA
228,230,Spectrogram 1,1,468526.3178,468566.2331,66.339,523.342,3/17/23 6:02,6,HmpSng,NA
229,232,Spectrogram 1,1,469293.7331,469342.928,147.42,678.133,3/17/23 6:15,6,HmpSng,NA
230,233,Spectrogram 1,1,471079.0382,471185.0551,95.823,832.924,3/17/23 6:45,6,HmpSng,NA
231,234,Spectrogram 1,1,472094.767,472180.4449,103.194,619.165,3/17/23 7:02,7,HmpSng,NA
232,235,Spectrogram 1,1,475762.1653,475883.3093,66.339,766.585,3/17/23 8:03,8,HmpSng,NA
233,236,Spectrogram 1,1,476745.2246,476809.0381,147.42,869.779,3/17/23 8:19,8,HmpSng,NA
234,237,Spectrogram 1,1,477746.0805,477841.4195,103.194,1260.442,3/17/23 8:36,8,HmpSng,NA
235,238,Spectrogram 1,1,479313.3263,479372.3093,110.565,1208.845,3/17/23 9:02,9,HmpSng,NA
236,239,Spectrogram 1,1,479807.9704,479938.1398,73.71,936.118,3/17/23 9:10,9,HmpSng,NA
237,240,Spectrogram 1,1,480278.3348,480369.2246,88.452,1002.457,3/17/23 9:18,9,HmpSng,NA
238,241,Spectrogram 1,1,480978.3263,481092.733,103.194,1429.975,3/17/23 9:30,9,HmpSng,NA
239,242,Spectrogram 1,1,482776.5976,482880.0721,117.936,891.892,3/17/23 10:00,10,HmpSng,NA
240,243,Spectrogram 1,1,484237.1399,484335.5297,88.452,2203.931,3/17/23 10:24,10,HmpSng,NA
241,244,Spectrogram 1,1,485660.6908,485785.9026,162.162,1474.201,3/17/23 10:48,10,HmpSng,NA
242,245,Spectrogram 1,1,486384.8348,486441.1484,110.565,987.715,3/17/23 11:00,11,HmpSng,NA
243,246,Spectrogram 1,1,486929.8688,487093.5975,66.339,2653.563,3/17/23 11:09,11,HmpSng,NA
244,247,Spectrogram 1,1,487947.3772,488041.9535,110.565,1953.317,3/17/23 11:26,11,HmpSng,NA
245,248,Spectrogram 1,1,487876.9026,487905.8857,1135.135,2837.838,3/17/23 11:25,11,HmpSoc,NA
246,249,Spectrogram 1,1,487734.1484,487740.8857,464.373,1857.494,3/17/23 11:22,11,HmpSoc,NA
247,250,Spectrogram 1,1,490698.8321,490810.9507,169.533,943.489,3/17/23 12:12,12,HmpSng,NA
248,251,Spectrogram 1,1,493598.688,493721.4846,88.452,1260.442,3/17/23 13:00,13,HmpSng,NA
