,Selection,View,Channel,Begin.Time..s.,End.Time..s.,Low.Freq..Hz.,High.Freq..Hz.,UTC,Begin.Hour,species,Notes
40,40,Spectrogram 1,1,102569.549,102655.6083,125.323,862.392,3/13/23 2:23,2,HmpSng,NA
41,41,Spectrogram 1,1,105641.5108,105777.7819,90.517,691.81,3/13/23 3:14,3,HmpSng,NA
42,42,Spectrogram 1,1,106444.5192,106507.3158,84.052,898.707,3/13/23 3:28,3,HmpSng,NA
43,43,Spectrogram 1,1,108065.5359,108154.1375,213.362,834.052,3/13/23 3:55,3,Hmp,NA
44,44,Spectrogram 1,1,108526.7474,108559.4168,187.778,711.485,3/13/23 4:02,4,HmpSng,NA
45,45,Spectrogram 1,1,108927.5269,109033.6709,116.379,859.914,3/13/23 4:09,4,HmpSng,NA
46,46,Spectrogram 1,1,110730.7557,110803.4675,161.638,950.431,3/13/23 4:39,4,HmpSng,NA
47,47,Spectrogram 1,1,111972.0947,112075.1879,64.655,937.5,3/13/23 5:00,5,HmpSng,NA
48,48,Spectrogram 1,1,115234.7217,115349.2556,142.241,543.103,3/13/23 5:54,5,HmpSng,NA
49,49,Spectrogram 1,1,116367.3234,116488.3403,147.42,717.672,3/13/23 6:13,6,HmpSng,NA
50,50,Spectrogram 1,1,117302.0777,117430.0861,96.983,808.19,3/13/23 6:28,6,HmpSng,NA
51,51,Spectrogram 1,1,118133.0523,118241.2302,90.517,782.328,3/13/23 6:42,6,HmpSng,NA
52,52,Spectrogram 1,1,120404.1032,120494.6116,142.241,853.448,3/13/23 7:20,7,HmpSng,NA
53,53,Spectrogram 1,1,122551.1625,122605.4421,84.052,982.759,3/13/23 7:56,7,HmpSng,NA
54,54,Spectrogram 1,1,126230.5099,126323.6879,135.776,1304.668,3/13/23 8:57,8,HmpSng,NA
55,55,Spectrogram 1,1,129233.3319,129288.6285,0,575.432,3/13/23 9:47,9,HmpSng,NA
56,56,Spectrogram 1,1,130462.5947,130538.6116,83.432,1169.639,3/13/23 10:08,10,HmpSng,NA
57,57,Spectrogram 1,1,133519.6201,133595.8912,92.36,1411.326,3/13/23 10:59,10,HmpSng,NA
58,58,Spectrogram 1,1,136951.2388,137011.2387,92.757,1838.447,3/13/23 11:56,11,HmpSng,NA
59,59,Spectrogram 1,1,140605.9376,140635.5562,122.845,1068.796,3/13/23 12:57,12,HmpSng,NA
60,60,Spectrogram 1,1,145641.5267,145798.2639,116.379,711.207,3/13/23 14:21,14,HmpSng,NA
61,61,Spectrogram 1,1,147763.1622,147863.2045,77.586,685.504,3/13/23 14:56,14,HmpSng,NA
62,62,Spectrogram 1,1,153289.3398,153363.5771,99.969,474.969,3/13/23 16:28,16,Hmp,NA
63,63,Spectrogram 1,1,154115.6745,154157.3059,155.172,523.342,3/13/23 16:42,16,HmpSoc,NA
64,64,Spectrogram 1,1,156176.2296,156268.1364,174.569,911.638,3/13/23 17:16,17,HmpSng,NA
65,65,Spectrogram 1,1,158489.2296,158581.1363,174.569,808.19,3/13/23 17:55,17,HmpSng,NA
66,66,Spectrogram 1,1,159156.4245,159186.2974,201.225,653.811,3/13/23 18:06,18,HmpSng,NA
67,67,Spectrogram 1,1,162173.1531,162236.8395,206.897,859.914,3/13/23 18:56,18,HmpSng,NA
68,68,Spectrogram 1,1,169976.4813,170065.7185,187.5,1444.717,3/13/23 21:06,21,Hmp,NA
69,69,Spectrogram 1,1,174358.7437,174425.2267,155.172,885.776,3/13/23 22:19,22,Hmp,NA
70,70,Spectrogram 1,1,177321.9361,177389.6457,166.491,788.698,3/13/23 23:09,23,HmpSng,NA
71,71,Spectrogram 1,1,184691.5315,184838.4805,38.793,1428.879,3/14/23 1:12,1,HmpSng,NA
72,72,Spectrogram 1,1,191942.7601,191982.1669,95.823,694.551,3/14/23 3:12,3,Hmp,NA
73,73,Spectrogram 1,1,193439.9126,193516.3108,64.655,691.81,3/14/23 3:37,3,HmpSng,NA
74,74,Spectrogram 1,1,194590.5649,194713.1072,174.569,995.69,3/14/23 3:57,3,HmpSng,NA
75,75,Spectrogram 1,1,196365.4463,196441.2725,163.735,663.391,3/14/23 4:26,4,HmpSng,NA
76,76,Spectrogram 1,1,196862.2514,196978.5649,168.103,1034.483,3/14/23 4:34,4,HmpSng,NA
77,77,Spectrogram 1,1,198298.387,198361.9463,122.845,1021.552,3/14/23 4:58,4,HmpSng,NA
78,78,Spectrogram 1,1,202384.6158,202480.2089,168.103,756.466,3/14/23 6:06,6,HmpSng,NA
79,79,Spectrogram 1,1,204035.6962,204128.1749,8.046,810.811,3/14/23 6:34,6,HmpSng,NA
80,80,Spectrogram 1,1,205281.5477,205343.8358,153.123,760.882,3/14/23 6:55,6,HmpSng,NA
81,81,Spectrogram 1,1,207309.5063,207351.519,103.448,641.278,3/14/23 7:29,7,HmpSng,NA
82,82,Spectrogram 1,1,209015.4258,209135.68,64.655,1500,3/14/23 7:57,7,HmpSng,NA
83,83,Spectrogram 1,1,212562.7733,212693.197,109.914,1280.172,3/14/23 8:56,8,HmpSng,NA
84,84,Spectrogram 1,1,216097.2309,216144.0741,44.226,1194.087,3/14/23 9:55,9,HmpSng,NA
85,85,Spectrogram 1,1,223606.803,223735.002,142.241,914.005,3/14/23 12:00,12,Hmp,NA
86,86,Spectrogram 1,1,227344.9426,227436.7222,109.914,834.052,3/14/23 13:02,13,HmpSng,NA
87,87,Spectrogram 1,1,232177.9926,232216.6367,184.545,714.717,3/14/23 14:23,14,Hmp,NA
88,88,Spectrogram 1,1,252336.5442,252413.3239,70.485,445.485,3/14/23 19:59,19,Hmp,NA
89,89,Spectrogram 1,1,272906.6037,272967.1121,90.517,730.603,3/15/23 1:42,1,Hmp,NA
90,90,Spectrogram 1,1,273133.1032,273177.0863,140.049,1654.187,3/15/23 1:46,1,HmpSng,NA
91,91,Spectrogram 1,1,273853.0517,273950.1703,135.776,1592.138,3/15/23 1:58,1,HmpSng,NA
92,92,Spectrogram 1,1,274480.077,274581.3905,127.007,993.386,3/15/23 2:08,2,HmpSng,NA
93,93,Spectrogram 1,1,277133.1446,277229.2463,110.565,1968.059,3/15/23 2:52,2,HmpSng,NA
94,94,Spectrogram 1,1,278895.4539,278965.242,223.338,675.924,3/15/23 3:22,3,HmpSng,NA
95,95,Spectrogram 1,1,278181.0342,278236.2037,74.417,1547.205,3/15/23 3:10,3,HmpSng,NA
96,96,Spectrogram 1,1,279731.9578,279787.0001,113.424,785.838,3/15/23 3:36,3,HmpSng,NA
97,97,Spectrogram 1,1,280272.7968,280410.9747,135.776,989.224,3/15/23 3:45,3,HmpSng,NA
98,98,Spectrogram 1,1,281364.5934,281411.7544,94.933,819.071,3/15/23 4:03,4,HmpSng,NA
99,99,Spectrogram 1,1,282472.1019,282534.2628,148.707,853.448,3/15/23 4:21,4,HmpSng,NA
100,100,Spectrogram 1,1,284479.0765,284553.8222,71.121,769.397,3/15/23 4:55,4,HmpSng,NA
101,101,Spectrogram 1,1,285910.5722,285988.7501,89.5,736.052,3/15/23 5:19,5,HmpSng,NA
102,102,Spectrogram 1,1,288238.3814,288302.7034,181.702,776.529,3/15/23 5:57,5,HmpSng,NA
103,103,Spectrogram 1,1,298550.6523,298584.8472,136.951,408.503,3/15/23 8:49,8,Hmp,NA
104,104,Spectrogram 1,1,300122.6013,300163.7878,154.672,626.655,3/15/23 9:15,9,HmpSng,NA
105,105,Spectrogram 1,1,309083.5758,309141.5289,276.23,799.937,3/15/23 11:45,11,HmpSng,NA
106,106,Spectrogram 1,1,355396.3165,355436.0411,224.244,707.617,3/16/23 0:37,0,HmpSng,NA
107,107,Spectrogram 1,1,356110.5326,356212.3546,109.914,1144.397,3/16/23 0:48,0,HmpSng,NA
108,108,Spectrogram 1,1,359839.0113,360040.9265,127.912,714.988,3/16/23 1:51,1,HmpSng,NA
109,109,Spectrogram 1,1,363799.2782,363862.8375,200.129,536.971,3/16/23 2:57,2,HmpSng,NA
110,110,Spectrogram 1,1,372491.0917,372604.2273,90.517,678.133,3/16/23 5:21,5,HmpSng,NA
111,111,Spectrogram 1,1,378254.1426,378310.8883,238.207,587.345,3/16/23 6:57,6,Hmp,NA
112,112,Spectrogram 1,1,379021.0491,379081.939,109.914,987.715,3/16/23 7:10,7,HmpSng,NA
113,113,Spectrogram 1,1,381688.545,381784.3924,64.655,956.897,3/16/23 7:55,7,HmpSng,NA
114,114,Spectrogram 1,1,381966.6041,382035.5024,25.862,958.231,3/16/23 7:59,7,HmpSng,NA
115,115,Spectrogram 1,1,383088.5914,383140.5829,37.514,625.876,3/16/23 8:18,8,HmpSng,NA
116,116,Spectrogram 1,1,385699.405,385755.083,38.793,707.617,3/16/23 9:02,9,HmpSng,NA
117,117,Spectrogram 1,1,387710.8286,387859.748,122.845,633.621,3/16/23 9:35,9,HmpSng,NA
118,118,Spectrogram 1,1,389209.7608,389298.3624,77.586,601.293,3/16/23 10:00,10,HmpSng,NA
119,119,Spectrogram 1,1,395119.2269,395157.7439,129.31,762.931,3/16/23 11:39,11,HmpSng,NA
120,120,Spectrogram 1,1,397132.4427,397285.7478,132.678,1720.991,3/16/23 12:12,12,HmpSng,NA
121,121,Spectrogram 1,1,397791.3751,397851.9471,239.224,1828.01,3/16/23 12:23,12,HmpSng,NA
122,122,Spectrogram 1,1,400391.9556,400447.3793,185.45,728.554,3/16/23 13:06,13,Hmp,NA
123,123,Spectrogram 1,1,400838.1675,400913.0404,193.966,646.552,3/16/23 13:14,13,HmpSng,NA
124,124,Spectrogram 1,1,413613.2225,413724.5784,187.5,1385.749,3/16/23 16:47,16,Hmp,NA
125,125,Spectrogram 1,1,414019.8495,414113.5359,174.569,1092.672,3/16/23 16:54,16,HmpSng,NA
126,126,Spectrogram 1,1,415255.4682,415324.1122,154.791,2380.835,3/16/23 17:14,17,HmpSng,NA
127,127,Spectrogram 1,1,420273.1461,420384.6291,109.914,1503.686,3/16/23 18:38,18,HmpSng,NA
128,128,Spectrogram 1,1,422122.646,422200.4426,0,769.397,3/16/23 19:09,19,HmpSng,NA
129,129,Spectrogram 1,1,423423.3494,423483.985,206.897,730.603,3/16/23 19:30,19,HmpSng,NA
130,130,Spectrogram 1,1,423561.9596,423614.0782,109.914,879.31,3/16/23 19:33,19,HmpSng,NA
131,131,Spectrogram 1,1,424981.824,425101.3154,58.19,969.828,3/16/23 19:56,19,HmpSng,NA
132,132,Spectrogram 1,1,70642.60362,70717.7307,103.194,737.101,3/12/23 17:31,17,HmpSng,NA
133,133,Spectrogram 1,1,85407.40702,85492.83071,154.791,891.892,3/12/23 21:37,21,HmpSng,NA
134,134,Spectrogram 1,1,86847.73605,86943.8377,250.614,965.602,3/12/23 22:01,22,Hmp,NA
135,135,Spectrogram 1,1,90275.91948,90284.69066,221.13,737.101,3/12/23 22:58,22,Hmp,NA
136,136,Spectrogram 1,1,91136.25777,91197.52893,117.936,737.101,3/12/23 23:12,23,Hmp,NA
137,137,Spectrogram 1,1,95866.67497,95913.96309,125.307,619.165,3/13/23 0:31,0,HmpSng,NA
138,138,Spectrogram 1,1,128976.3108,129094.531,81.081,1304.668,3/13/23 9:43,9,HmpSng,NA
139,139,Spectrogram 1,1,148093.4543,148199.8526,66.339,2019.656,3/13/23 15:02,15,HmpSng,NA
140,140,Spectrogram 1,1,165534.4754,165588.1194,184.275,781.327,3/13/23 19:52,19,HmpSng,NA
141,141,Spectrogram 1,1,169214.4045,169253.7347,243.243,1179.361,3/13/23 20:54,20,HmpSng,NA
142,142,Spectrogram 1,1,169668.4589,169766.9758,162.162,737.101,3/13/23 21:01,21,HmpSng,NA
143,143,Spectrogram 1,1,182549.3027,182594.1756,427.518,832.924,3/14/23 0:36,0,Hmp,NA
144,144,Spectrogram 1,1,182080.5907,182160.0399,294.84,1238.329,3/14/23 0:28,0,HmpSng,NA
145,145,Spectrogram 1,1,188323.282,188388.8752,95.823,589.681,3/14/23 2:12,2,HmpSng,NA
146,146,Spectrogram 1,1,188670.6717,188882.8834,88.452,2447.174,3/14/23 2:18,2,HmpSng,NA
147,147,Spectrogram 1,1,191236.4829,191277.288,88.452,2653.563,3/14/23 3:01,3,HmpSng,NA
148,148,Spectrogram 1,1,191730.3639,191793.9232,95.823,2358.722,3/14/23 3:09,3,HmpSng,NA
149,149,Spectrogram 1,1,220320.7858,220380.7858,287.469,766.585,3/14/23 11:05,11,Hmp,NA
150,150,Spectrogram 1,1,220783.3959,220856.6162,147.42,707.617,3/14/23 11:13,11,HmpSng,NA
151,151,Spectrogram 1,1,228116.8057,228177.8226,29.484,751.843,3/14/23 13:15,13,Hmp,NA
152,152,Spectrogram 1,1,228642.4663,228774.4154,140.049,759.214,3/14/23 13:24,13,HmpSng,NA
153,153,Spectrogram 1,1,231509.6542,231614.2728,81.081,582.31,3/14/23 14:12,14,Hmp,NA
154,154,Spectrogram 1,1,252941.9595,253005.3917,162.162,766.585,3/14/23 20:09,20,Hmp,NA
155,155,Spectrogram 1,1,253168.7899,253246.3322,117.936,1068.796,3/14/23 20:13,20,HmpSng,NA
156,156,Spectrogram 1,1,254448.5188,254513.095,221.13,796.069,3/14/23 20:34,20,HmpSng,NA
157,157,Spectrogram 1,1,269581.6361,269645.0683,191.646,619.165,3/15/23 0:46,0,Hmp,NA
158,158,Spectrogram 1,1,269893.941,269935.763,184.275,1769.042,3/15/23 0:52,0,HmpSng,NA
159,159,Spectrogram 1,1,291985.2281,292062.1348,206.388,626.536,3/15/23 7:00,7,HmpSng,NA
160,160,Spectrogram 1,1,295764.9994,295860.0841,132.678,737.101,3/15/23 8:03,8,Hmp,NA
161,161,Spectrogram 1,1,303070.5584,303111.2364,213.759,685.504,3/15/23 10:04,10,HmpSng,NA
162,162,Spectrogram 1,1,308469.0589,308577.2368,257.985,1503.686,3/15/23 11:34,11,HmpSng,NA
163,163,Spectrogram 1,1,309288.9865,309343.5839,103.194,796.069,3/15/23 11:48,11,HmpSng,NA
164,164,Spectrogram 1,1,367618.6978,367714.4181,117.936,626.536,3/16/23 4:00,4,HmpSng,NA
165,165,Spectrogram 1,1,395762.3323,395768.9424,44.226,928.747,3/16/23 11:49,11,HmpSoc,NA
166,166,Spectrogram 1,1,405142.7701,405206.3294,88.452,523.342,3/16/23 14:26,14,HmpSng,NA
167,167,Spectrogram 1,1,405716.9136,405739.1594,117.936,434.889,3/16/23 14:35,14,HmpSng,NA
168,168,Spectrogram 1,1,405956.7101,406017.8541,132.678,1113.022,3/16/23 14:39,14,HmpSng,NA
169,169,Spectrogram 1,1,410421.6535,410470.3399,324.324,1606.88,3/16/23 15:54,15,HmpSng,NA
170,170,Spectrogram 1,1,311465.8869,311505.5479,154.791,803.44,3/15/23 12:24,12,Hmp,NA
171,171,Spectrogram 1,1,312167.3276,312284.6581,117.936,766.585,3/15/23 12:36,12,HmpSng,NA
172,172,Spectrogram 1,1,313032.7513,313088.5564,154.791,965.602,3/15/23 12:51,12,HmpSng,NA
173,173,Spectrogram 1,1,316198.7681,316239.4461,280.098,515.971,3/15/23 13:43,13,Hmp,NA
174,174,Spectrogram 1,1,316878.5478,316999.4376,154.791,737.101,3/15/23 13:55,13,HmpSng,NA
175,175,Spectrogram 1,1,318732.3698,318768.4715,250.614,523.342,3/15/23 14:25,14,Hmp,NA
176,176,Spectrogram 1,1,319835.9884,319931.0731,221.13,611.794,3/15/23 14:44,14,HmpSng,NA
177,177,Spectrogram 1,1,326576.3019,326677.6154,162.162,611.794,3/15/23 16:36,16,HmpSng,NA
178,178,Spectrogram 1,1,326894.963,326969.7087,176.904,560.197,3/15/23 16:42,16,HmpSng,NA
179,179,Spectrogram 1,1,327880.0562,327988.3612,213.759,737.101,3/15/23 16:58,16,HmpSng,NA
180,180,Spectrogram 1,1,329316.446,329359.4121,213.759,972.973,3/15/23 17:22,17,HmpSng,NA
181,181,Spectrogram 1,1,330239.8357,330288.5221,206.388,796.069,3/15/23 17:37,17,HmpSng,NA
182,182,Spectrogram 1,1,330780.5476,330883.0052,95.823,729.73,3/15/23 17:46,17,HmpSng,NA
183,183,Spectrogram 1,1,331750.768,331802.5052,206.388,619.165,3/15/23 18:02,18,Hmp,NA
184,184,Spectrogram 1,1,331951.2849,332019.2933,191.646,707.617,3/15/23 18:06,18,HmpSng,NA
185,185,Spectrogram 1,1,333707.4798,333745.4883,398.034,796.069,3/15/23 18:35,18,HmpSng,NA
186,186,Spectrogram 1,1,334965.4204,334999.8696,280.098,766.585,3/15/23 18:56,18,HmpSng,NA
187,187,Spectrogram 1,1,335170.8187,335294.6322,117.936,788.698,3/15/23 18:59,18,HmpSng,NA
188,188,Spectrogram 1,1,336912.0898,336931.1576,265.356,604.423,3/15/23 19:28,19,Hmp,NA
189,189,Spectrogram 1,1,336348.6748,336374.8612,493.857,670.762,3/15/23 19:19,19,Hmp,NA
190,190,Spectrogram 1,1,346262.6005,346306.4564,176.904,530.713,3/15/23 22:04,22,Hmp,NA
191,191,Spectrogram 1,1,348187.342,348253.9522,199.017,641.278,3/15/23 22:36,22,Hmp,NA
