,Selection,View,Channel,Begin.Time..s.,End.Time..s.,Low.Freq..Hz.,High.Freq..Hz.,UTC,Begin.Hour,species,Notes
106,106,Spectrogram 1,1,118541.2824,118611.8057,264,798,3/13/23 5:31,5,HmpSng,
107,107,Spectrogram 1,1,119382.8524,119494.875,282,876,3/13/23 5:45,5,HmpSng,
108,108,Spectrogram 1,1,119683.5568,119826.2583,336,948,3/13/23 5:50,5,HmpSng,
109,109,Spectrogram 1,1,120645.6275,120741.8651,216,972,3/13/23 6:06,6,HmpSng,
110,110,Spectrogram 1,1,121136.0304,121262.1831,204,1014,3/13/23 6:14,6,HmpSng,
111,111,Spectrogram 1,1,121760.7348,121916.8026,180,840,3/13/23 6:25,6,HmpSng,
112,112,Spectrogram 1,1,122643.2949,122718.0191,318,1056,3/13/23 6:39,6,HmpSng,
113,113,Spectrogram 1,1,123120.7659,123215.6032,210,780,3/13/23 6:47,6,HmpSng,
114,114,Spectrogram 1,1,123770.8027,123851.5099,204,996,3/13/23 6:58,6,HmpSng,
115,115,Spectrogram 1,1,124059.9229,124134.9017,174,1266,3/13/23 7:03,7,HmpSng,
116,116,Spectrogram 1,1,124682.4633,124798.814,42,864,3/13/23 7:13,7,HmpSng,
117,117,Spectrogram 1,1,125003.4081,125142.2906,162,930,3/13/23 7:19,7,HmpSng,
118,118,Spectrogram 1,1,126382.5339,126452.0389,204,756,3/13/23 7:42,7,HmpSng,
119,119,Spectrogram 1,1,126968.4123,127087.5636,48,906,3/13/23 7:52,7,HmpSng,
120,120,Spectrogram 1,1,127623.4137,127725.8889,204,750,3/13/23 8:02,8,HmpSng,
121,121,Spectrogram 1,1,128187.3203,128233.7843,162,1152,3/13/23 8:12,8,HmpSng,
122,122,Spectrogram 1,1,129938.7687,130019.7305,120,900,3/13/23 8:41,8,HmpSng,
123,123,Spectrogram 1,1,130606.8819,130670.7857,54,960,3/13/23 8:52,8,HmpSng,
124,124,Spectrogram 1,1,132084.358,132170.0298,120,1020,3/13/23 9:17,9,HmpSng,
125,125,Spectrogram 1,1,134152.676,134306.8343,294,750,3/13/23 9:51,9,HmpSng,
126,126,Spectrogram 1,1,134985.0805,135087.683,144,1236,3/13/23 10:05,10,HmpSng,
127,127,Spectrogram 1,1,135568.5911,135611.7452,210,1224,3/13/23 10:15,10,HmpSng,
128,128,Spectrogram 1,1,137007.8782,137071.6547,24,1068,3/13/23 10:39,10,HmpSng,
129,129,Spectrogram 1,1,137395.9858,137561.7283,102,2046,3/13/23 10:45,10,HmpSng,
130,130,Spectrogram 1,1,137891.2785,138046.5826,108,1812,3/13/23 10:54,10,HmpSng,
131,131,Spectrogram 1,1,138090.2448,138211.6875,144,1146,3/13/23 10:57,10,HmpSng,
132,132,Spectrogram 1,1,140171.9308,140330.9265,126,1056,3/13/23 11:32,11,HmpSng,
133,133,Spectrogram 1,1,140528.01,140651.9987,174,1506,3/13/23 11:38,11,HmpSng,
134,134,Spectrogram 1,1,140842.3354,140981.7271,198,786,3/13/23 11:43,11,HmpSng,
135,135,Spectrogram 1,1,141558.3127,141633.8006,210,1596,3/13/23 11:55,11,HmpSng,
136,136,Spectrogram 1,1,142432.2929,142592.9435,0,930,3/13/23 12:09,12,HmpSng,
137,137,Spectrogram 1,1,145309.1359,145359.4187,60,1068,3/13/23 12:57,12,HmpSng,
138,138,Spectrogram 1,1,146014.4966,146095.0765,12,840,3/13/23 13:09,13,HmpSng,
139,139,Spectrogram 1,1,146817.4952,146969.2349,126,600,3/13/23 13:22,13,HmpSng,
140,140,Spectrogram 1,1,147841.5602,147943.1443,150,684,3/13/23 13:39,13,HmpSng,
141,141,Spectrogram 1,1,148847.167,148922.9096,54,552,3/13/23 13:56,13,HmpSng,
142,142,Spectrogram 1,1,149901.4782,150042.9067,114,834,3/13/23 14:14,14,HmpSng,
143,143,Spectrogram 1,1,150647.3707,150702.2363,204,744,3/13/23 14:26,14,HmpSng,
144,144,Spectrogram 1,1,151300.0807,151354.3098,234,1104,3/13/23 14:37,14,HmpSng,
145,145,Spectrogram 1,1,152325.3679,152484.6182,114,792,3/13/23 14:54,14,HmpSng,
146,146,Spectrogram 1,1,152647.5857,152806.836,144,612,3/13/23 15:00,15,HmpSng,
147,147,Spectrogram 1,1,153396.6091,153483.172,90,768,3/13/23 15:12,15,HmpSng,
148,148,Spectrogram 1,1,155744.1706,155800.3092,138,708,3/13/23 15:51,15,HmpSng,
149,149,Spectrogram 1,1,157350.6764,157458.6254,108,1158,3/13/23 16:18,16,HmpSng,
150,150,Spectrogram 1,1,157659.2733,157752.3284,120,1086,3/13/23 16:23,16,HmpSng,
151,151,Spectrogram 1,1,159287.1897,159404.4316,138,1644,3/13/23 16:50,16,HmpSng,
152,152,Spectrogram 1,1,159650.4223,159735.8395,138,1788,3/13/23 16:56,16,HmpSng,
153,153,Spectrogram 1,1,160479.1352,160565.1889,0,1068,3/13/23 17:10,17,HmpSng,
154,154,Spectrogram 1,1,162194.5057,162291.6343,60,774,3/13/23 17:39,17,HmpSng,
155,155,Spectrogram 1,1,162711.4392,162791.8918,144,816,3/13/23 17:47,17,HmpSng,
156,156,Spectrogram 1,1,166517.7639,166600.5079,0,1050,3/13/23 18:51,18,HmpSng,
157,157,Spectrogram 1,1,169618.2957,169702.1854,114,876,3/13/23 19:42,19,HmpSng,
158,158,Spectrogram 1,1,170334.5271,170401.4861,0,1080,3/13/23 19:54,19,HmpSng,
159,159,Spectrogram 1,1,173357.3861,173423.9631,102,894,3/13/23 20:45,20,HmpSng,
160,160,Spectrogram 1,1,173152.5612,173213.028,216,840,3/13/23 20:41,20,HmpSng,
161,161,Spectrogram 1,1,177343.6829,177426.8087,36,576,3/13/23 21:51,21,HmpSng,
162,162,Spectrogram 1,1,177847.2501,177908.0987,36,792,3/13/23 22:00,22,HmpSng,
163,163,Spectrogram 1,1,178884.5788,179003.6028,126,834,3/13/23 22:17,22,HmpSng,
164,164,Spectrogram 1,1,184520.9071,184566.2253,270,810,3/13/23 23:51,23,HmpSng,
165,165,Spectrogram 1,1,184906.3922,184960.494,174,714,3/13/23 23:57,23,HmpSng,
166,166,Spectrogram 1,1,185296.7911,185391.1192,42,972,3/14/23 0:04,0,HmpSng,
167,167,Spectrogram 1,1,185623.9974,185683.1911,102,1140,3/14/23 0:09,0,HmpSng,
168,168,Spectrogram 1,1,185962.4066,186110.0727,108,2058,3/14/23 0:15,0,HmpSng,
169,169,Spectrogram 1,1,186770.4971,186829.4362,48,1026,3/14/23 0:28,0,HmpSng,
170,170,Spectrogram 1,1,187210.262,187370.0215,150,1218,3/14/23 0:36,0,HmpSng,
171,171,Spectrogram 1,1,187549.7925,187641.5746,48,1788,3/14/23 0:41,0,HmpSng,
172,172,Spectrogram 1,1,188255.9678,188341.1304,216,1332,3/14/23 0:53,0,HmpSng,
173,173,Spectrogram 1,1,194218.207,194240.8661,84,720,3/14/23 2:32,2,HmpSng,
174,174,Spectrogram 1,1,194883.265,194933.8025,150,828,3/14/23 2:43,2,HmpSng,
175,175,Spectrogram 1,1,195626.4334,195726.3626,174,936,3/14/23 2:56,2,HmpSng,
176,176,Spectrogram 1,1,195988.1137,196067.8025,156,738,3/14/23 3:02,3,HmpSng,
177,177,Spectrogram 1,1,196389.8422,196542.4729,198,576,3/14/23 3:09,3,HmpSng,
178,178,Spectrogram 1,1,198187.6272,198336.439,282,960,3/14/23 3:39,3,HmpSng,
179,179,Spectrogram 1,1,199346.0684,199466.3654,150,876,3/14/23 3:58,3,HmpSng,
180,180,Spectrogram 1,1,200838.7686,200905.2184,120,756,3/14/23 4:23,4,HmpSng,
181,181,Spectrogram 1,1,201050.4388,201188.9394,162,996,3/14/23 4:26,4,HmpSng,
182,182,Spectrogram 1,1,201610.3725,201656.3273,102,780,3/14/23 4:36,4,HmpSng,
183,183,Spectrogram 1,1,202163.5346,202211.908,234,750,3/14/23 4:45,4,HmpSng,
184,184,Spectrogram 1,1,202533.7439,202613.0508,276,1050,3/14/23 4:51,4,HmpSng,
185,185,Spectrogram 1,1,203505.0429,203535.0853,400.9,879.3,3/14/23 5:07,5,HmpSng,
186,187,Spectrogram 1,1,204507.4406,204545.1209,77.6,685.3,3/14/23 5:24,5,HmpSng,
187,188,Spectrogram 1,1,205345.0644,205413.0417,84.1,769.4,3/14/23 5:38,5,HmpSng,
188,189,Spectrogram 1,1,206083.3954,206147.0446,0,750,3/14/23 5:50,5,HmpSng,
189,190,Spectrogram 1,1,206914.9088,206996.3798,71.1,762.9,3/14/23 6:04,6,HmpSng,
190,191,Spectrogram 1,1,207429.8055,207491.2907,122.8,556,3/14/23 6:13,6,HmpSng,
191,192,Spectrogram 1,1,208366.6712,208438.2129,168.1,924.6,3/14/23 6:28,6,HmpSng,
192,193,Spectrogram 1,1,208987.5566,209073.483,71.1,556,3/14/23 6:39,6,HmpSng,
193,194,Spectrogram 1,1,209352.9286,209458.459,129.3,659.5,3/14/23 6:45,6,HmpSng,
194,195,Spectrogram 1,1,210295.2681,210434.0233,90.5,827.6,3/14/23 7:00,7,HmpSng,
195,196,Spectrogram 1,1,210690.9371,210760.5693,103.4,1150.9,3/14/23 7:07,7,HmpSng,
196,197,Spectrogram 1,1,211415.9017,211489.7348,0,892.2,3/14/23 7:19,7,HmpSng,
197,198,Spectrogram 1,1,212242.9597,212370.64,187.5,1047.4,3/14/23 7:33,7,HmpSng,
198,199,Spectrogram 1,1,212872.3742,213015.5849,51.7,859.9,3/14/23 7:43,7,HmpSng,
199,200,Spectrogram 1,1,213209.8678,213350.7871,38.8,840.5,3/14/23 7:49,7,HmpSng,
200,201,Spectrogram 1,1,214017.4491,214168.425,142.2,698.3,3/14/23 8:02,8,HmpSng,
201,202,Spectrogram 1,1,214362.9626,214468.8748,84.1,504.3,3/14/23 8:08,8,HmpSng,
202,203,Spectrogram 1,1,215149.7942,215298.6061,155.2,814.7,3/14/23 8:21,8,HmpSng,
203,204,Spectrogram 1,1,215896.9597,215949.6612,168.1,1131.5,3/14/23 8:34,8,HmpSng,
204,205,Spectrogram 1,1,216495.4406,216571.3105,90.5,614.2,3/14/23 8:44,8,HmpSng,
205,206,Spectrogram 1,1,217253.121,217355.2143,129.3,918.1,3/14/23 8:56,8,HmpSng,
206,207,Spectrogram 1,1,217580.558,217718.9314,64.7,633.6,3/14/23 9:02,9,HmpSng,
207,208,Spectrogram 1,1,218003.087,218052.0969,51.7,1060.3,3/14/23 9:09,9,HmpSng,
208,209,Spectrogram 1,1,218860.2638,218943.517,0,892.2,3/14/23 9:23,9,HmpSng,
209,210,Spectrogram 1,1,219252.6231,219334.2213,32.3,1286.6,3/14/23 9:30,9,HmpSng,
210,211,Spectrogram 1,1,221829.9838,221932.459,0,1163.8,3/14/23 10:13,10,HmpSng,
211,212,Spectrogram 1,1,222436.3572,222530.4307,71.1,1183.2,3/14/23 10:23,10,HmpSng,
212,213,Spectrogram 1,1,223893.0842,224022.674,97,711.2,3/14/23 10:47,10,HmpSng,
213,214,Spectrogram 1,1,227586.546,227644.5941,206.9,872.8,3/14/23 11:49,11,HmpSng,
214,215,Spectrogram 1,1,228376.3056,228472.1613,12.9,963.4,3/14/23 12:02,12,HmpSng,
215,216,Spectrogram 1,1,228839.9011,228943.522,0,995.7,3/14/23 12:09,12,HmpSng,
216,217,Spectrogram 1,1,229207.9958,229284.8841,0,1079.7,3/14/23 12:16,12,HmpSng,
217,218,Spectrogram 1,1,232716.8637,232797.6982,187.5,484.9,3/14/23 13:14,13,HmpSng,
218,219,Spectrogram 1,1,240184.4958,240285.6981,148.7,788.8,3/14/23 15:18,15,HmpSng,
219,220,Spectrogram 1,1,244210.2315,244353.3149,174.6,1829.7,3/14/23 16:26,16,HmpSoc,
220,221,Spectrogram 1,1,244521.5017,244605.1367,142.2,1196.1,3/14/23 16:31,16,HmpSoc,
221,222,Spectrogram 1,1,253366.0696,253430.228,77.6,691.8,3/14/23 18:58,18,HmpSng,
222,223,Spectrogram 1,1,253891.3019,253944.5126,187.5,562.5,3/14/23 19:07,19,HmpSng,
223,224,Spectrogram 1,1,255720.0204,255800.9822,303.9,892.2,3/14/23 19:37,19,HmpSng,
224,225,Spectrogram 1,1,257180.9203,257302.8722,0,627.2,3/14/23 20:02,20,HmpSng,
225,226,Spectrogram 1,1,257903.6445,257961.438,161.6,995.7,3/14/23 20:14,20,HmpSng,
226,227,Spectrogram 1,1,263472.0604,263531.2541,90.5,640.1,3/14/23 21:47,21,HmpSng,
227,228,Spectrogram 1,1,264459.2594,264504.323,90.5,594.8,3/14/23 22:03,22,HmpSng,
228,229,Spectrogram 1,1,265594.4805,265684.6078,45.3,375,3/14/23 22:22,22,HmpSng,
229,230,Spectrogram 1,1,267292.8963,267355.3999,168.1,665.9,3/14/23 22:50,22,HmpSng,
230,231,Spectrogram 1,1,270169.4585,270315.3424,71.1,788.8,3/14/23 23:38,23,HmpSng,
231,232,Spectrogram 1,1,271630.8942,271731.4599,181,691.8,3/15/23 0:03,0,HmpSng,
232,233,Spectrogram 1,1,272335.6936,272440.8421,0,769.4,3/15/23 0:14,0,HmpSng,
233,234,Spectrogram 1,1,274589.3089,274691.9114,142.2,620.7,3/15/23 0:52,0,HmpSng,
234,235,Spectrogram 1,1,275241.1279,275349.3315,77.6,685.3,3/15/23 1:03,1,HmpSng,
235,236,Spectrogram 1,1,276155.3852,276219.4163,0,801.7,3/15/23 1:18,1,HmpSng,
236,237,Spectrogram 1,1,276362.6252,276472.2291,0,1118.5,3/15/23 1:21,1,HmpSng,
237,238,Spectrogram 1,1,276695.3311,276738.4852,12.9,879.3,3/15/23 1:27,1,HmpSng,
238,239,Spectrogram 1,1,278609.6706,278705.5263,129.3,1034.5,3/15/23 1:59,1,HmpSng,
239,240,Spectrogram 1,1,278825.3905,278907.4979,161.6,1034.5,3/15/23 2:02,2,HmpSng,
240,241,Spectrogram 1,1,281246.9888,281322.3494,97,737.1,3/15/23 2:43,2,HmpSng,
241,242,Spectrogram 1,1,281848.5249,281953.8006,97,1002.2,3/15/23 2:53,2,HmpSng,
242,243,Spectrogram 1,1,282339.4895,282430.7625,0,685.3,3/15/23 3:01,3,HmpSng,
243,244,Spectrogram 1,1,282856.2957,282946.6776,58.2,633.6,3/15/23 3:10,3,HmpSng,
244,245,Spectrogram 1,1,284027.5942,284094.935,232.8,678.9,3/15/23 3:29,3,HmpSng,
245,246,Spectrogram 1,1,286282.9916,286384.4484,32.3,1377.2,3/15/23 4:07,4,HmpSng,
246,247,Spectrogram 1,1,286578.3495,286692.1542,0,1125,3/15/23 4:12,4,HmpSng,
247,248,Spectrogram 1,1,287216.4202,287347.5375,0,1008.6,3/15/23 4:22,4,HmpSng,
248,249,Spectrogram 1,1,290055.9647,290115.795,0,737.1,3/15/23 5:10,5,HmpSng,
249,250,Spectrogram 1,1,290987.2292,291059.9166,0,762.9,3/15/23 5:25,5,HmpSng,
250,251,Spectrogram 1,1,291454.8983,291527.4584,0,834.1,3/15/23 5:33,5,HmpSng,
251,252,Spectrogram 1,1,293753.5772,293823.7186,0,762.9,3/15/23 6:11,6,HmpSng,
252,253,Spectrogram 1,1,294420.1627,294480.8841,0,847,3/15/23 6:22,6,HmpSng,
253,254,Spectrogram 1,1,298655.5341,298704.7986,97,711.2,3/15/23 7:33,7,HmpSng,
254,255,Spectrogram 1,1,299527.5284,299578.7024,168.1,808.2,3/15/23 7:47,7,HmpSng,
255,256,Spectrogram 1,1,300559.1805,300657.5822,97,724.1,3/15/23 8:05,8,HmpSng,
256,257,Spectrogram 1,1,300921.6745,301046.8088,58.2,1105.6,3/15/23 8:11,8,HmpSng,
257,258,Spectrogram 1,1,303108.5846,303170.3243,0,769.4,3/15/23 8:47,8,HmpSng,
258,259,Spectrogram 1,1,304283.3956,304406.875,51.7,808.2,3/15/23 9:07,9,HmpSng,
259,260,Spectrogram 1,1,305451.6388,305558.8241,0,982.8,3/15/23 9:26,9,HmpSng,
260,261,Spectrogram 1,1,308233.7718,308318.0433,51.7,859.9,3/15/23 10:13,10,HmpSng,
261,262,Spectrogram 1,1,308825.8878,308972.2809,122.8,620.7,3/15/23 10:22,10,HmpSng,
262,263,Spectrogram 1,1,311255.6332,311300.0603,45.3,575.4,3/15/23 11:03,11,HmpSng,
263,264,Spectrogram 1,1,311762.892,311837.4889,0,594.8,3/15/23 11:11,11,HmpSng,
264,265,Spectrogram 1,1,314167.9415,314239.8651,25.9,594.8,3/15/23 11:52,11,HmpSng,
265,266,Spectrogram 1,1,315297.4861,315358.9712,168.1,536.6,3/15/23 12:10,12,HmpSng,
266,267,Spectrogram 1,1,316197.3588,316239.7491,155.2,743.5,3/15/23 12:25,12,HmpSng,
267,268,Spectrogram 1,1,319019.6672,319127.8708,200.4,711.2,3/15/23 13:12,13,HmpSng,
268,269,Spectrogram 1,1,320243.7944,320285.421,122.8,646.6,3/15/23 13:33,13,HmpSng,
269,270,Spectrogram 1,1,322119.6883,322188.0475,77.6,782.3,3/15/23 14:04,14,HmpSng,
270,271,Spectrogram 1,1,324306.65,324363.1705,116.4,743.5,3/15/23 14:40,14,HmpSng,
271,272,Spectrogram 1,1,326557.5145,326649.8059,181,866.4,3/15/23 15:18,15,HmpSng,
