,Selection,View,Channel,Begin.Time..s.,End.Time..s.,Low.Freq..Hz.,High.Freq..Hz.,UTC,Begin.Hour,species,Notes
29,29,Spectrogram 1,1,66615.28574,66743.16703,125.307,855.037,3/12/23 14:00,14,HmpSng,
30,30,Spectrogram 1,1,70220.59928,70288.86196,44.226,722.359,3/12/23 15:00,15,HmpSng,
31,31,Spectrogram 1,1,74084.70098,74157.53993,235.872,773.956,3/12/23 16:04,16,HmpSng,
32,32,Spectrogram 1,1,76749.28569,76801.65855,147.42,545.455,3/12/23 16:49,16,HmpSng,
33,33,Spectrogram 1,1,77442.08211,77490.76853,154.791,773.956,3/12/23 17:00,17,HmpSng,
34,34,Spectrogram 1,1,81217.78539,81317.44636,117.936,884.521,3/12/23 18:03,18,HmpSng,
35,35,Spectrogram 1,1,84770.59896,84901.91246,95.823,530.713,3/12/23 19:02,19,HmpSng,
36,36,Spectrogram 1,1,89788.40404,89853.743,184.275,412.776,3/12/23 20:26,20,HmpSng,
37,37,Spectrogram 1,1,90469.58074,90573.30951,95.823,972.973,3/12/23 20:37,20,HmpSng,
38,38,Spectrogram 1,1,92074.96211,92158.47902,125.307,847.666,3/12/23 21:04,21,HmpSng,
39,39,Spectrogram 1,1,95707.60589,95755.5296,140.049,375.921,3/12/23 22:05,22,Hmp,
40,40,Spectrogram 1,1,96582.10585,96701.97868,66.339,604.423,3/12/23 22:19,22,HmpSng,
41,41,Spectrogram 1,1,98515.17366,98624.49564,58.968,479.115,3/12/23 22:51,22,HmpSng,
42,42,Spectrogram 1,1,99020.24053,99128.7998,58.968,766.585,3/12/23 23:00,23,HmpSng,
43,43,Spectrogram 1,1,102682.5032,102708.4354,125.307,884.521,3/13/23 0:01,0,HmpSng,
44,44,Spectrogram 1,1,103263.0032,103345.7574,125.307,818.182,3/13/23 0:10,0,HmpSng,
45,45,Spectrogram 1,1,105168.9947,105267.8929,103.194,597.052,3/13/23 0:42,0,HmpSng,
46,46,Spectrogram 1,1,105861.7404,105871.6557,228.501,2004.914,3/13/23 0:54,0,HmpSoc,
47,47,Spectrogram 1,1,105827.0371,105914.6218,928.747,2808.354,3/13/23 0:53,0,other,kw?
48,48,Spectrogram 1,1,106493.7227,106533.2565,73.71,1135.135,3/13/23 1:04,1,HmpSoc,
49,49,Spectrogram 1,1,106932.0524,106963.1965,184.275,766.585,3/13/23 1:12,1,HmpSng,
50,50,Spectrogram 1,1,106975.7812,106983.9168,44.226,1194.103,3/13/23 1:12,1,HmpSoc,
51,51,Spectrogram 1,1,110100.5561,110158.1408,81.081,648.649,3/13/23 2:04,2,HmpSng,
52,52,Spectrogram 1,1,110413.8777,110495.4878,73.71,737.101,3/13/23 2:10,2,HmpSng,
53,53,Spectrogram 1,1,111136.9273,111195.4018,66.339,914.005,3/13/23 2:22,2,HmpSng,
54,54,Spectrogram 1,1,113453.3561,113546.0256,58.968,766.585,3/13/23 3:00,3,HmpSng,
55,55,Spectrogram 1,1,116495.1273,116566.6951,140.049,700.246,3/13/23 3:51,3,HmpSng,
56,56,Spectrogram 1,1,119167.2121,119246.1527,206.388,1068.796,3/13/23 4:36,4,HmpSng,
57,57,Spectrogram 1,1,120747.0426,120845.9408,110.565,648.649,3/13/23 5:02,5,HmpSng,
58,58,Spectrogram 1,1,123785.7626,123832.9236,66.339,825.553,3/13/23 5:53,5,HmpSng,
59,59,Spectrogram 1,1,124316.5083,124411.9744,88.452,759.214,3/13/23 6:01,6,HmpSng,
60,60,Spectrogram 1,1,127999.9236,128072.8897,95.823,648.649,3/13/23 7:03,7,HmpSng,
61,61,Spectrogram 1,1,127981.3643,127988.8643,58.968,339.066,3/13/23 7:02,7,HmpSoc,grunt sequence
62,62,Spectrogram 1,1,131583.2456,131661.5507,73.71,545.455,3/13/23 8:02,8,HmpSng,
63,63,Spectrogram 1,1,132373.1609,132514.3897,103.194,943.489,3/13/23 8:16,8,HmpSng,
64,64,Spectrogram 1,1,137658.0931,137710.2117,132.678,405.405,3/13/23 9:44,9,Hmp,
65,65,Spectrogram 1,1,137440.1609,137468.2541,287.469,700.246,3/13/23 9:40,9,Hmp,
66,66,Spectrogram 1,1,138734.1252,138814.8455,221.13,2425.061,3/13/23 10:02,10,HmpSng,
67,67,Spectrogram 1,1,140661.0883,140740.6645,66.339,2601.966,3/13/23 10:34,10,HmpSng,
68,68,Spectrogram 1,1,142420.334,142518.3425,58.968,2933.661,3/13/23 11:03,11,HmpSng,
69,69,Spectrogram 1,1,144371.834,144478.2323,184.275,1407.862,3/13/23 11:36,11,HmpSng,
70,70,Spectrogram 1,1,146063.0204,146122.3848,117.936,1518.428,3/13/23 12:04,12,HmpSng,
71,71,Spectrogram 1,1,149416.2068,149448.4949,221.13,582.31,3/13/23 13:00,13,,
72,72,Spectrogram 1,1,149480.7831,149520.6983,125.307,1068.796,3/13/23 13:01,13,HmpSng,
73,73,Spectrogram 1,1,151681.9187,151734.5458,81.081,678.133,3/13/23 13:37,13,HmpSng,
74,74,Spectrogram 1,1,153010.9695,153069.9525,125.307,722.359,3/13/23 14:00,14,HmpSng,
75,75,Spectrogram 1,1,156824.2238,156875.3255,132.678,560.197,3/13/23 15:03,15,HmpSng,
76,76,Spectrogram 1,1,160291.817,160384.1051,132.678,582.31,3/13/23 16:01,16,HmpSng,
77,77,Spectrogram 1,1,162102.926,162138.5192,162.162,1783.784,3/13/23 16:31,16,HmpSoc,
78,78,Spectrogram 1,1,163305.6189,163369.6867,154.791,2100.737,3/13/23 16:51,16,HmpSng,
79,79,Spectrogram 1,1,163975.3548,164076.2869,44.226,1179.361,3/13/23 17:02,17,HmpSng,
80,80,Spectrogram 1,1,163997.2192,164006.7531,36.855,1562.654,3/13/23 17:03,17,HmpSoc,
81,81,Spectrogram 1,1,167552.7022,167618.2954,103.194,759.214,3/13/23 18:02,18,HmpSng,
82,82,Spectrogram 1,1,171291.7955,171364.6344,58.968,1031.941,3/13/23 19:04,19,HmpSng,
83,83,Spectrogram 1,1,174685.2732,174729.6376,103.194,832.924,3/13/23 20:01,20,HmpSng,
84,84,Spectrogram 1,1,179661.002,179686.9342,235.872,619.165,3/13/23 21:24,21,Hmp,
85,85,Spectrogram 1,1,179759.7732,179798.2901,191.646,773.956,3/13/23 21:25,21,HmpSng,
86,86,Spectrogram 1,1,181249.807,181274.0867,73.71,442.26,3/13/23 21:50,21,HmpSng,
87,87,Spectrogram 1,1,181640.5946,181681.9082,125.307,877.15,3/13/23 21:57,21,HmpSng,
88,88,Spectrogram 1,1,182901.8893,182950.3214,110.565,471.744,3/13/23 22:18,22,HmpSng,
89,89,Spectrogram 1,1,186631.1941,186664.8805,191.646,353.808,3/13/23 23:20,23,HmpSng,
90,90,Spectrogram 1,1,188739.228,188777.4907,191.646,442.26,3/13/23 23:55,23,HmpSng,
91,91,Spectrogram 1,1,189591.8127,189641.389,140.049,678.133,3/14/23 0:09,0,HmpSng,
92,92,Spectrogram 1,1,190708.7787,190800.9397,390.663,1393.12,3/14/23 0:28,0,HmpSng,
93,93,Spectrogram 1,1,197809.9566,197825.9736,169.533,781.327,3/14/23 2:26,2,HmpSng,
94,94,Spectrogram 1,1,198169.1684,198260.5667,117.936,597.052,3/14/23 2:32,2,HmpSng,
95,95,Spectrogram 1,1,198621.609,198673.8548,184.275,825.553,3/14/23 2:40,2,HmpSng,
96,96,Spectrogram 1,1,200104.3971,200163.3802,103.194,574.939,3/14/23 3:04,3,HmpSng,
97,97,Spectrogram 1,1,201538.3698,201598.7511,110.565,619.165,3/14/23 3:28,3,HmpSng,
98,98,Spectrogram 1,1,202225.3942,202291.623,95.823,1002.457,3/14/23 3:40,3,HmpSng,
99,99,Spectrogram 1,1,203524.1908,203601.4789,206.388,737.101,3/14/23 4:01,4,HmpSng,
100,100,Spectrogram 1,1,206579.818,206626.0891,117.936,796.069,3/14/23 4:52,4,HmpSng,
101,101,Spectrogram 1,1,208195.1145,208264.0128,199.017,862.408,3/14/23 5:19,5,HmpSng,
102,102,Spectrogram 1,1,210776.0551,210833.3856,95.823,722.359,3/14/23 6:02,6,HmpSng,
103,103,Spectrogram 1,1,212778.5288,212838.2745,162.162,1223.587,3/14/23 6:36,6,HmpSng,
104,104,Spectrogram 1,1,214217.4588,214287.374,147.42,737.101,3/14/23 7:00,7,HmpSng,
105,105,Spectrogram 1,1,217898.9658,217972.6945,95.823,958.231,3/14/23 8:01,8,HmpSng,
106,106,Spectrogram 1,1,221833.2313,221897.9347,162.162,1194.103,3/14/23 9:07,9,HmpSng,
107,107,Spectrogram 1,1,225269.1659,225291.9201,81.081,471.744,3/14/23 10:04,10,HmpSoc,
108,108,Spectrogram 1,1,227638.4017,227674.2492,110.565,552.826,3/14/23 10:43,10,HmpSng,
109,109,Spectrogram 1,1,229149.5373,229178.6475,81.081,574.939,3/14/23 11:09,11,HmpSng,
110,110,Spectrogram 1,1,229003.4258,229025.4173,169.533,648.649,3/14/23 11:06,11,HmpSng,
111,111,Spectrogram 1,1,232208.5906,232292.3618,110.565,648.649,3/14/23 12:00,11,HmpSng,
112,112,Spectrogram 1,1,232555.2172,232590.4291,88.452,560.197,3/14/23 12:05,12,HmpSng,
113,113,Spectrogram 1,1,236751.9568,236839.1601,140.049,479.115,3/14/23 13:15,13,HmpSng,
114,114,Spectrogram 1,1,241059.3398,241096.0771,140.049,538.084,3/14/23 14:27,14,Hmp,
115,115,Spectrogram 1,1,260877.8608,260967.4794,81.081,773.956,3/14/23 19:57,19,HmpSng,
116,116,Spectrogram 1,1,261529.673,261634.6729,132.678,678.133,3/14/23 20:08,20,HmpSng,
117,117,Spectrogram 1,1,262186.5699,262250.5106,169.533,589.681,3/14/23 20:19,20,HmpSng,
118,118,Spectrogram 1,1,262790.3327,262877.0275,147.42,862.408,3/14/23 20:29,20,HmpSng,
119,119,Spectrogram 1,1,265209.1462,265253.0021,117.936,714.988,3/14/23 21:09,21,HmpSng,
120,120,Spectrogram 1,1,265520.3073,265590.4767,140.049,914.005,3/14/23 21:15,21,HmpSng,
121,121,Spectrogram 1,1,274183.0869,274222.4936,103.194,604.423,3/14/23 23:39,23,Hmp,
122,122,Spectrogram 1,1,275573.968,275607.9087,110.565,412.776,3/15/23 0:02,0,HmpSng,
123,123,Spectrogram 1,1,277788.2698,277840.6427,191.646,442.26,3/15/23 0:39,0,Hmp,
124,124,Spectrogram 1,1,278557.0834,278582.6342,117.936,523.342,3/15/23 0:52,0,Hmp,
125,125,Spectrogram 1,1,279315.3461,279370.3885,140.049,751.843,3/15/23 1:05,1,HmpSng,
126,126,Spectrogram 1,1,279432.6766,279454.2867,44.226,515.971,3/15/23 1:07,1,HmpSoc,
127,127,Spectrogram 1,1,282050.9139,282109.1342,88.452,523.342,3/15/23 1:50,1,Hmp,
128,128,Spectrogram 1,1,282556.2359,282604.541,257.985,818.182,3/15/23 1:59,1,HmpSng,
129,129,Spectrogram 1,1,284201.5309,284279.0732,147.42,648.649,3/15/23 2:26,2,HmpSng,
130,130,Spectrogram 1,1,285044.3275,285117.9291,81.081,825.553,3/15/23 2:40,2,HmpSng,
131,131,Spectrogram 1,1,285140.9884,285275.3528,125.307,1238.329,3/15/23 2:42,2,HmpSng,
132,132,Spectrogram 1,1,286641.9533,286734.3685,110.565,1031.941,3/15/23 3:07,3,HmpSng,
133,133,Spectrogram 1,1,289337.4784,289414.8936,125.307,766.585,3/15/23 3:52,3,HmpSng,
134,134,Spectrogram 1,1,291657.2156,291730.8172,88.452,1393.12,3/15/23 4:30,4,HmpSng,
135,135,Spectrogram 1,1,293606.3002,293654.8595,110.565,678.133,3/15/23 5:03,5,HmpSng,
136,136,Spectrogram 1,1,297046.3046,297259.0242,110.565,877.15,3/15/23 6:00,6,HmpSng,
137,137,Spectrogram 1,1,297768.0822,297920.6245,117.936,906.634,3/15/23 6:12,6,HmpSng,
138,138,Spectrogram 1,1,301694.5923,301818.2787,58.968,589.681,3/15/23 7:18,7,HmpSng,
139,139,Spectrogram 1,1,302318.9468,302374.879,81.081,678.133,3/15/23 7:28,7,HmpSng,
140,140,Spectrogram 1,1,306679.7198,306719.2536,81.081,449.631,3/15/23 8:41,8,HmpSng,
141,141,Spectrogram 1,1,307160.635,307215.8045,36.855,427.518,3/15/23 8:49,8,HmpSng,
142,142,Spectrogram 1,1,307319.3295,307430.4312,95.823,700.246,3/15/23 8:51,8,HmpSng,
143,143,Spectrogram 1,1,308128.4384,308231.2774,88.452,855.037,3/15/23 9:05,9,HmpSng,
144,144,Spectrogram 1,1,308998.8185,309063.7761,22.113,803.44,3/15/23 9:19,9,HmpSng,
145,145,Spectrogram 1,1,311868.9287,311917.2338,117.936,479.115,3/15/23 10:07,10,HmpSng,
146,146,Spectrogram 1,1,312886.0557,312940.5896,176.904,722.359,3/15/23 10:24,10,HmpSng,
147,147,Spectrogram 1,1,314192.8606,314289.5979,66.339,560.197,3/15/23 10:46,10,HmpSng,
148,148,Spectrogram 1,1,315194.7334,315234.6487,66.339,530.713,3/15/23 11:03,11,Hmp,
149,149,Spectrogram 1,1,316118.1722,316196.223,206.388,722.359,3/15/23 11:18,11,HmpSng,
150,150,Spectrogram 1,1,319703.1408,319753.9883,176.904,781.327,3/15/23 12:18,12,Hmp,
151,151,Spectrogram 1,1,320863.0709,320920.9098,117.936,796.069,3/15/23 12:37,12,HmpSng,
152,152,Spectrogram 1,1,323500.3211,323636.6429,125.307,611.794,3/15/23 13:21,13,Hmp,
153,153,Spectrogram 1,1,324341.2599,324390.4548,162.162,457.002,3/15/23 13:35,13,HmpSng,
154,154,Spectrogram 1,1,326001.2998,326122.698,140.049,714.988,3/15/23 14:03,14,HmpSng,
155,155,Spectrogram 1,1,336011.1049,336058.5201,176.904,589.681,3/15/23 16:49,16,Hmp,
156,156,Spectrogram 1,1,337978.6218,337999.9777,228.501,766.585,3/15/23 17:22,17,HmpSng,
157,157,Spectrogram 1,1,341930.5624,341997.1725,213.759,1017.199,3/15/23 18:28,18,HmpSng,
158,158,Spectrogram 1,1,343820.9182,343877.6131,184.275,855.037,3/15/23 19:00,19,HmpSng,
159,159,Spectrogram 1,1,347849.8161,347882.4856,176.904,493.857,3/15/23 20:07,20,Hmp,
160,160,Spectrogram 1,1,357666.9344,357710.5361,316.953,766.585,3/15/23 22:50,22,Hmp,
161,161,Spectrogram 1,1,358196.9684,358249.9768,147.42,464.373,3/15/23 22:59,22,Hmp,
162,162,Spectrogram 1,1,358070.0529,358128.019,95.823,700.246,3/15/23 22:57,22,HmpSng,
163,163,Spectrogram 1,1,359050.697,359135.7393,125.307,803.44,3/15/23 23:13,23,HmpSng,
164,164,Spectrogram 1,1,372030.5274,372097.3918,154.791,1149.877,3/16/23 2:50,2,HmpSng,
165,165,Spectrogram 1,1,373414.4148,373465.2622,206.388,574.939,3/16/23 3:13,3,Hmp,
166,166,Spectrogram 1,1,375637.2331,375691.1314,110.565,663.391,3/16/23 3:50,3,Hmp,
167,167,Spectrogram 1,1,376342.9946,376381.1302,162.162,648.649,3/16/23 4:02,4,Hmp,
168,168,Spectrogram 1,1,376756.9941,376815.7228,125.307,678.133,3/16/23 4:09,4,HmpSng,
169,169,Spectrogram 1,1,378757.9908,378853.3298,140.049,722.359,3/16/23 4:42,4,HmpSng,
170,170,Spectrogram 1,1,379914.6162,379973.5992,140.049,678.133,3/16/23 5:01,5,HmpSng,
171,171,Spectrogram 1,1,380591.9796,380685.4118,117.936,744.472,3/16/23 5:12,5,HmpSng,
172,172,Spectrogram 1,1,382739.2895,382805.3911,132.678,862.408,3/16/23 5:48,5,HmpSng,
173,173,Spectrogram 1,1,383505.5594,383603.8221,66.339,899.263,3/16/23 6:01,6,HmpSng,
174,174,Spectrogram 1,1,383949.1011,384109.0163,103.194,633.907,3/16/23 6:08,6,HmpSng,
175,175,Spectrogram 1,1,387346.5193,387418.2142,162.162,884.521,3/16/23 7:05,7,HmpSng,
176,176,Spectrogram 1,1,388809.856,388898.9662,162.162,2874.693,3/16/23 7:29,7,HmpSng,
177,177,Spectrogram 1,1,389543.7872,389615.7363,199.017,928.747,3/16/23 7:42,7,HmpSng,
178,178,Spectrogram 1,1,390972.2934,391082.1239,147.42,2734.644,3/16/23 8:05,8,HmpSng,
179,179,Spectrogram 1,1,391570.8433,391651.1823,95.823,1312.039,3/16/23 8:15,8,HmpSng,
180,180,Spectrogram 1,1,391909.5886,392052.597,66.339,1422.604,3/16/23 8:21,8,HmpSng,
181,181,Spectrogram 1,1,394366.6611,394427.1695,125.307,471.744,3/16/23 9:02,9,HmpSng,
182,182,Spectrogram 1,1,395381.4985,395423.5748,162.162,766.585,3/16/23 9:19,9,HmpSng,
183,183,Spectrogram 1,1,395778.1334,395834.7012,169.533,2506.143,3/16/23 9:26,9,HmpSng,
184,184,Spectrogram 1,1,398141.7233,398201.7232,176.904,1083.538,3/16/23 10:05,10,HmpSng,
185,185,Spectrogram 1,1,398431.9096,398496.3588,272.727,914.005,3/16/23 10:10,10,HmpSng,
186,186,Spectrogram 1,1,401656.6551,401667.8415,147.42,545.455,3/16/23 11:04,11,Hmp,
187,187,Spectrogram 1,1,405993.6636,406027.8585,103.194,1061.425,3/16/23 12:16,12,Hmp,
188,188,Spectrogram 1,1,406674.2059,406746.0279,88.452,619.165,3/16/23 12:27,12,Hmp,
189,189,Spectrogram 1,1,413370.6126,413423.621,280.098,1828.01,3/16/23 14:19,14,Hmp,
190,190,Spectrogram 1,1,413841.7394,413907.3326,110.565,1400.491,3/16/23 14:27,14,HmpSng,
191,191,Spectrogram 1,1,415215.5869,415281.5614,29.484,442.26,3/16/23 14:50,14,HmpSng,
192,192,Spectrogram 1,1,418624.7009,418678.472,58.968,722.359,3/16/23 15:46,15,Hmp,
193,193,Spectrogram 1,1,419061.3279,419110.7771,287.469,2520.885,3/16/23 15:54,15,HmpSng,
194,194,Spectrogram 1,1,419374.2684,419416.8532,110.565,2535.627,3/16/23 15:59,15,HmpSng,
195,195,Spectrogram 1,1,419656.9549,419737.1667,125.307,1326.781,3/16/23 16:04,16,HmpSng,
196,196,Spectrogram 1,1,420148.9295,420241.3447,117.936,2351.351,3/16/23 16:12,16,HmpSng,
197,197,Spectrogram 1,1,420570.8611,420726.7085,110.565,2683.047,3/16/23 16:19,16,HmpSng,
198,198,Spectrogram 1,1,423020.4332,423086.5349,44.226,1592.138,3/16/23 17:00,17,HmpSng,
199,199,Spectrogram 1,1,423559.6957,423635.2042,147.42,2388.206,3/16/23 17:09,17,HmpSng,
200,200,Spectrogram 1,1,427080.4754,427114.4161,147.42,1090.909,3/16/23 18:07,18,HmpSng,
201,201,Spectrogram 1,1,427395.8309,427446.9325,22.113,648.649,3/16/23 18:13,18,HmpSng,
202,202,Spectrogram 1,1,428065.6943,428159.762,147.42,1186.732,3/16/23 18:24,18,HmpSng,
203,203,Spectrogram 1,1,428566.1858,428628.3468,44.226,1923.833,3/16/23 18:32,18,HmpSng,
204,204,Spectrogram 1,1,430367.1264,430450.262,44.226,1429.975,3/16/23 19:02,19,HmpSng,
205,205,Spectrogram 1,1,435858.9824,435948.601,257.985,796.069,3/16/23 20:34,20,Hmp,
206,206,Spectrogram 1,1,437008.4908,437071.6687,272.727,538.084,3/16/23 20:53,20,Hmp,
