,Selection,View,Channel,Begin.Time..s.,End.Time..s.,Low.Freq..Hz.,High.Freq..Hz.,UTC,Begin.Hour,species,Notes
59,59,Spectrogram 1,1,119411.4093,119456.6469,123.457,913.58,3/13/2023 4:10,4,HmpSng,
60,60,Spectrogram 1,1,120403.3664,120507.7169,172.84,1148.148,3/13/2023 4:26,4,HmpSng,
61,61,Spectrogram 1,1,120925.8601,121031.3511,98.765,1148.148,3/13/2023 4:35,4,HmpSng,
62,62,Spectrogram 1,1,122412.1808,122479.8471,135.802,814.815,3/13/2023 5:00,5,HmpSng,
63,63,Spectrogram 1,1,123510.0664,123626.3915,98.765,802.469,3/13/2023 5:18,5,HmpSng,
64,64,Spectrogram 1,1,126291.2459,126351.8795,74.074,851.852,3/13/2023 6:04,6,HmpSng,
65,65,Spectrogram 1,1,126896.4791,126974.9796,123.457,901.235,3/13/2023 6:14,6,HmpSng,
66,66,Spectrogram 1,1,128363.032,128474.2251,148.148,913.58,3/13/2023 6:39,6,HmpSng,
67,67,Spectrogram 1,1,129641.5447,129770.2247,24.691,790.123,3/13/2023 7:00,7,HmpSng,
68,68,Spectrogram 1,1,133229.1126,133340.6859,86.42,1086.42,3/13/2023 8:00,8,HmpSng,humpback speghetti
69,69,Spectrogram 1,1,137115.4007,137172.6129,160.494,518.519,3/13/2023 9:05,9,Hmp,
70,70,Spectrogram 1,1,140706.9601,140750.6771,148.148,753.086,3/13/2023 10:05,10,Hmp,
71,71,Spectrogram 1,1,141994.2162,142048.0071,86.42,938.272,3/13/2023 10:26,10,HmpSng,
72,72,Spectrogram 1,1,143400.1352,143524.6336,123.457,1777.778,3/13/2023 10:49,10,HmpSng,
73,73,Spectrogram 1,1,145845.7204,145980.4827,185.185,1283.951,3/13/2023 11:30,11,HmpSng,
74,74,Spectrogram 1,1,147849.4028,147891.5992,148.148,839.506,3/13/2023 12:04,12,Hmp,
75,75,Spectrogram 1,1,148133.1071,148238.0278,61.728,888.889,3/13/2023 12:08,12,HmpSng,
76,76,Spectrogram 1,1,148917.4469,149039.6644,160.494,1691.358,3/13/2023 12:21,12,HmpSng,
77,77,Spectrogram 1,1,151216.6182,151320.7787,86.42,950.617,3/13/2023 13:00,13,HmpSng,
78,78,Spectrogram 1,1,154816.1607,154890.6696,86.42,1074.074,3/13/2023 14:00,14,HmpSng,
79,79,Spectrogram 1,1,158495.5914,158612.867,86.42,925.926,3/13/2023 15:01,15,HmpSng,
80,80,Spectrogram 1,1,161132.2401,161139.4859,69.328,661.765,3/13/2023 15:45,15,HmpSoc,
81,81,Spectrogram 1,1,162026.189,162183.1805,170.168,775.21,3/13/2023 16:00,16,HmpSng,
82,82,Spectrogram 1,1,162850.6804,162953.6465,50.42,686.975,3/13/2023 16:14,16,HmpSng,
83,83,Spectrogram 1,1,165101.0095,165159.484,163.866,1298.319,3/13/2023 16:51,16,HmpSng,
84,84,Spectrogram 1,1,166101.2296,166206.6109,138.655,712.185,3/13/2023 17:08,17,HmpSng,
85,85,Spectrogram 1,1,168018.4076,168069.5092,81.933,1310.924,3/13/2023 17:40,17,HmpSng,
86,86,Spectrogram 1,1,169216.2205,169308.7628,75.63,989.496,3/13/2023 18:00,18,HmpSng,
87,87,Spectrogram 1,1,169664.4654,169676.6688,44.118,434.874,3/13/2023 18:07,18,HmpSoc,
88,88,Spectrogram 1,1,172869.8892,172917.6858,94.538,718.487,3/13/2023 19:01,19,HmpSng,
89,89,Spectrogram 1,1,173708.7451,173796.8383,56.723,894.958,3/13/2023 19:15,19,HmpSng,
90,90,Spectrogram 1,1,177131.0839,177197.9483,207.983,1134.454,3/13/2023 20:12,20,HmpSng,
91,91,Spectrogram 1,1,180585.3294,180602.7447,239.496,680.672,3/13/2023 21:09,21,HmpSng,
92,92,Spectrogram 1,1,180980.3123,181082.2614,132.353,630.252,3/13/2023 21:16,21,HmpSng,
93,93,Spectrogram 1,1,181562.5409,181618.3459,88.235,876.05,3/13/2023 21:25,21,HmpSng,
94,94,Spectrogram 1,1,184151.8706,184212.1248,214.286,724.79,3/13/2023 22:09,22,HmpSng,
95,95,Spectrogram 1,1,184951.4466,185003.8194,100.84,768.908,3/13/2023 22:22,22,HmpSng,
96,96,Spectrogram 1,1,185689.4969,185730.9376,138.655,781.513,3/13/2023 22:34,22,HmpSng,
97,97,Spectrogram 1,1,186367.751,186422.0306,132.353,731.092,3/13/2023 22:46,22,HmpSng,
98,98,Spectrogram 1,1,190669.114,190699.3682,132.353,397.059,3/13/2023 23:57,23,Hmp,
99,99,Spectrogram 1,1,191066.3852,191104.0123,132.353,995.798,3/14/2023 0:04,0,HmpSng,
100,100,Spectrogram 1,1,191393.0545,191439.9612,170.168,737.395,3/14/2023 0:09,0,HmpSng,
101,101,Spectrogram 1,1,192515.7403,192581.2064,132.353,939.076,3/14/2023 0:28,0,HmpSng,
102,102,Spectrogram 1,1,197225.1792,197267.0012,207.983,548.319,3/14/2023 1:46,1,Hmp,
103,103,Spectrogram 1,1,197667.0689,197716.0095,239.496,560.924,3/14/2023 1:54,1,Hmp,
104,104,Spectrogram 1,1,199121.6362,199242.9073,151.261,768.908,3/14/2023 2:18,2,HmpSng,
105,105,Spectrogram 1,1,200178.1695,200221.6441,151.261,724.79,3/14/2023 2:36,2,HmpSng,
106,106,Spectrogram 1,1,200764.1352,200884.3894,126.05,1058.824,3/14/2023 2:45,2,HmpSng,
107,107,Spectrogram 1,1,201213.652,201239.33,88.235,1443.277,3/14/2023 2:53,2,HmpSng,
108,108,Spectrogram 1,1,201655.7445,201702.1427,69.328,1720.588,3/14/2023 3:00,3,HmpSng,
109,109,Spectrogram 1,1,205207.6669,205227.3702,132.353,485.294,3/14/2023 4:00,3,Hmp,
110,110,Spectrogram 1,1,206300.8614,206351.4546,107.143,560.924,3/14/2023 4:18,4,HmpSng,
111,111,Spectrogram 1,1,206767.1579,206831.7341,113.445,750,3/14/2023 4:25,4,HmpSng,
112,112,Spectrogram 1,1,207217.056,207268.6661,132.353,750,3/14/2023 4:33,4,HmpSng,
113,113,Spectrogram 1,1,207912.3438,207941.3268,138.655,800.42,3/14/2023 4:45,4,HmpSng,
114,114,Spectrogram 1,1,208367.3267,208411.9454,144.958,888.655,3/14/2023 4:52,4,HmpSng,
115,115,Spectrogram 1,1,209203.5129,209281.3095,138.655,913.866,3/14/2023 5:06,5,HmpSng,
116,116,Spectrogram 1,1,212569.1558,212650.893,56.723,951.681,3/14/2023 6:02,6,HmpSng,
117,117,Spectrogram 1,1,214575.8245,214615.7397,126.05,1147.059,3/14/2023 6:36,6,HmpSng,
118,118,Spectrogram 1,1,216200.1461,216360.7478,44.118,1613.445,3/14/2023 7:03,7,HmpSng,
119,119,Spectrogram 1,1,219699.8228,219776.6025,75.63,1021.008,3/14/2023 8:01,8,HmpSng,
120,120,Spectrogram 1,1,223238.0164,223343.1435,56.723,750,3/14/2023 9:00,9,HmpSng,
121,121,Spectrogram 1,1,226999.8627,227085.0321,144.958,970.588,3/14/2023 10:03,10,HmpSng,
122,122,Spectrogram 1,1,230590.9378,230621.8276,81.933,586.134,3/14/2023 11:03,11,Hmp,
123,123,Spectrogram 1,1,231235.6324,231264.4883,88.235,592.437,3/14/2023 11:13,11,HmpSng,
124,124,Spectrogram 1,1,233779.5806,233827.5043,69.328,838.235,3/14/2023 11:56,11,HmpSng,
125,125,Spectrogram 1,1,234425.8008,234488.0889,81.933,750,3/14/2023 12:06,12,HmpSng,
126,126,Spectrogram 1,1,235280.292,235341.5631,88.235,806.723,3/14/2023 12:21,12,HmpSng,
127,127,Spectrogram 1,1,236089.4016,236143.6812,44.118,888.655,3/14/2023 12:34,12,HmpSng,
128,128,Spectrogram 1,1,238475.6727,238552.9608,81.933,724.79,3/14/2023 13:14,13,HmpSng,
129,129,Spectrogram 1,1,241335.0535,241368.2314,94.538,485.294,3/14/2023 14:02,14,Hmp,
130,130,Spectrogram 1,1,245939.875,246027.4597,63.025,605.042,3/14/2023 15:18,15,HmpSng,
131,131,Spectrogram 1,1,248917.654,248937.3574,107.143,623.95,3/14/2023 16:08,16,Hmp,
132,132,Spectrogram 1,1,251067.1278,251102.0854,176.471,838.235,3/14/2023 16:44,16,Hmp,
133,133,Spectrogram 1,1,251210.9498,251243.7464,75.63,611.345,3/14/2023 16:46,16,HmpSng,
134,134,Spectrogram 1,1,252214.8563,252246.2546,132.353,2325.63,3/14/2023 17:03,17,HmpSng,
135,135,Spectrogram 1,1,252405.2544,252482.5425,75.63,2489.496,3/14/2023 17:06,17,HmpSng,
136,136,Spectrogram 1,1,260175.9135,260230.7016,88.235,586.134,3/14/2023 19:16,19,HmpSng,
137,137,Spectrogram 1,1,262852.8284,262898.2098,126.05,989.496,3/14/2023 20:00,20,HmpSng,
138,138,Spectrogram 1,1,263633.0823,263675.2857,245.798,781.513,3/14/2023 20:13,20,HmpSng,
139,139,Spectrogram 1,1,267368.3607,267399.7589,296.218,787.815,3/14/2023 21:15,21,HmpSng,
140,140,Spectrogram 1,1,268047.2503,268081.8266,239.496,592.437,3/14/2023 21:27,21,HmpSng,
141,141,Spectrogram 1,1,268636.0127,268685.589,195.378,825.63,3/14/2023 21:37,21,HmpSng,
142,142,Spectrogram 1,1,271520.7403,271560.5284,214.286,409.664,3/14/2023 22:25,22,HmpSng,
143,143,Spectrogram 1,1,272824.6211,272960.7651,157.563,510.504,3/14/2023 22:46,22,HmpSng,
144,144,Spectrogram 1,1,276053.1793,276072.8827,88.235,441.176,3/14/2023 23:40,23,HmpSng,
145,145,Spectrogram 1,1,276731.3062,276819.3994,88.235,409.664,3/14/2023 23:52,23,HmpSng,
146,146,Spectrogram 1,1,277385.2805,277410.3228,113.445,447.479,3/15/2023 0:02,0,HmpSng,
147,147,Spectrogram 1,1,280291.4914,280340.5591,126.05,516.807,3/15/2023 0:51,0,Hmp,
148,148,Spectrogram 1,1,281236.1605,281250.0164,69.328,308.824,3/15/2023 1:07,1,Hmp,
149,149,Spectrogram 1,1,282125.228,282206.711,245.798,661.765,3/15/2023 1:21,1,HmpSng,
150,150,Spectrogram 1,1,284312.8891,284362.7196,163.866,384.454,3/15/2023 1:58,1,Hmp,
151,151,Spectrogram 1,1,285138.1433,285163.9484,182.773,510.504,3/15/2023 2:12,2,Hmp,
152,152,Spectrogram 1,1,285866.1007,285908.4312,100.84,623.95,3/15/2023 2:24,2,HmpSng,
153,153,Spectrogram 1,1,286939.5923,286993.8719,107.143,831.933,3/15/2023 2:42,2,HmpSng,
154,154,Spectrogram 1,1,287565.3464,287645.5582,157.563,1071.429,3/15/2023 2:52,2,HmpSng,
155,155,Spectrogram 1,1,288044.3546,288162.1935,113.445,1046.218,3/15/2023 3:00,3,HmpSng,
156,156,Spectrogram 1,1,288568.3626,288667.2609,69.328,1039.916,3/15/2023 3:09,3,HmpSng,
157,157,Spectrogram 1,1,291119.0482,291196.082,94.538,907.563,3/15/2023 3:51,3,HmpSng,
158,158,Spectrogram 1,1,291626.1496,291683.7343,56.723,888.655,3/15/2023 4:00,4,HmpSng,
159,159,Spectrogram 1,1,293226.6999,293261.4033,107.143,712.185,3/15/2023 4:26,4,HmpSng,
160,160,Spectrogram 1,1,295014.4194,295101.6227,138.655,857.143,3/15/2023 4:56,4,HmpSng,
161,161,Spectrogram 1,1,295394.7327,295434.9022,144.958,586.134,3/15/2023 5:03,5,HmpSng,
162,162,Spectrogram 1,1,297618.6214,297699.7231,195.378,794.118,3/15/2023 5:40,5,HmpSng,
163,163,Spectrogram 1,1,298268.5276,298352.8073,138.655,737.395,3/15/2023 5:50,5,HmpSng,
164,164,Spectrogram 1,1,298945.6378,299051.9089,88.235,1172.269,3/15/2023 6:02,6,HmpSng,
165,165,Spectrogram 1,1,300379.3579,300478.6375,182.773,838.235,3/15/2023 6:26,6,HmpSng,
166,166,Spectrogram 1,1,302624.7308,302747.2731,107.143,857.143,3/15/2023 7:03,7,HmpSng,
167,167,Spectrogram 1,1,306252.6713,306336.3153,75.63,680.672,3/15/2023 8:04,8,HmpSng,
168,168,Spectrogram 1,1,309102.8238,309196.256,113.445,693.277,3/15/2023 8:51,8,HmpSng,
169,169,Spectrogram 1,1,309917.7815,309969.773,189.076,939.076,3/15/2023 9:05,9,HmpSng,
170,170,Spectrogram 1,1,313663.2304,313703.527,56.723,567.227,3/15/2023 10:07,10,HmpSng,
171,171,Spectrogram 1,1,313986.9763,314043.7983,88.235,579.832,3/15/2023 10:12,10,HmpSng,
172,172,Spectrogram 1,1,315155.6795,315216.3151,75.63,655.462,3/15/2023 10:32,10,HmpSng,
173,173,Spectrogram 1,1,316387.8658,316449.6454,100.84,623.95,3/15/2023 10:52,10,HmpSng,
174,174,Spectrogram 1,1,317207.6539,317344.3063,132.353,705.882,3/15/2023 11:06,11,HmpSng,
175,175,Spectrogram 1,1,317920.4839,317984.6788,189.076,693.277,3/15/2023 11:18,11,HmpSng,
176,176,Spectrogram 1,1,320597.5772,320619.6958,201.681,617.647,3/15/2023 12:03,12,HmpSng,
177,177,Spectrogram 1,1,321266.5515,321297.0599,56.723,472.689,3/15/2023 12:14,12,HmpSng,
178,178,Spectrogram 1,1,321898.4074,321990.4413,163.866,510.504,3/15/2023 12:24,12,HmpSng,
179,179,Spectrogram 1,1,323350.5597,323404.5851,176.471,516.807,3/15/2023 12:48,12,HmpSng,
180,180,Spectrogram 1,1,325296.0342,325411.6359,12.605,756.303,3/15/2023 13:21,13,HmpSng,
181,181,Spectrogram 1,1,326108.3732,326166.2122,113.445,535.714,3/15/2023 13:34,13,HmpSng,
182,182,Spectrogram 1,1,327339.2372,327392.2457,107.143,731.092,3/15/2023 13:55,13,HmpSng,
183,183,Spectrogram 1,1,329062.7627,329110.1779,18.908,598.739,3/15/2023 14:24,14,HmpSng,
184,184,Spectrogram 1,1,330283.2033,330327.6948,283.613,636.555,3/15/2023 14:44,14,HmpSng,
185,185,Spectrogram 1,1,331026.3389,331071.9744,88.235,504.202,3/15/2023 14:56,14,HmpSng,
186,186,Spectrogram 1,1,332909.703,332942.6267,207.983,453.782,3/15/2023 15:28,15,Hmp,
187,187,Spectrogram 1,1,334562.8807,334692.7958,138.655,686.975,3/15/2023 15:55,15,Hmp,
188,188,Spectrogram 1,1,337794.9939,337816.4769,258.403,630.252,3/15/2023 16:49,16,Hmp,
189,189,Spectrogram 1,1,343277.3159,343368.8413,207.983,415.966,3/15/2023 18:21,18,Hmp,
190,190,Spectrogram 1,1,343656.4852,343775.4682,201.681,573.529,3/15/2023 18:27,18,HmpSng,
191,191,Spectrogram 1,1,345565.909,345612.4344,207.983,1014.706,3/15/2023 18:59,18,HmpSng,
192,192,Spectrogram 1,1,346035.6375,346102.2476,195.378,579.832,3/15/2023 19:07,19,HmpSng,
193,193,Spectrogram 1,1,357702.4341,357739.9341,75.63,384.454,3/15/2023 22:21,22,Hmp,
194,194,Spectrogram 1,1,358632.8154,358674.3832,170.168,573.529,3/15/2023 22:36,22,Hmp,
195,195,Spectrogram 1,1,358943.2138,359048.5187,107.143,535.714,3/15/2023 22:42,22,HmpSng,
196,196,Spectrogram 1,1,359084.1119,359093.5187,113.445,334.034,3/15/2023 22:44,22,HmpSoc,
197,197,Spectrogram 1,1,359479.8576,359520.6626,189.076,762.605,3/15/2023 22:51,22,HmpSng,
198,198,Spectrogram 1,1,359808.3066,359946.993,151.261,926.471,3/15/2023 22:56,22,HmpSng,
199,199,Spectrogram 1,1,360465.8403,360568.1707,195.378,712.185,3/15/2023 23:07,23,HmpSng,
200,200,Spectrogram 1,1,361098.3316,361135.9587,201.681,869.748,3/15/2023 23:18,23,HmpSng,
201,201,Spectrogram 1,1,371718.5835,371732.3123,239.496,415.966,3/16/2023 2:15,2,Hmp,
202,202,Spectrogram 1,1,372772.8801,372893.7699,69.328,579.832,3/16/2023 2:32,2,HmpSng,
203,203,Spectrogram 1,1,373820.7699,373895.5156,138.655,1449.58,3/16/2023 2:50,2,HmpSng,
204,204,Spectrogram 1,1,374435.0833,374554.4476,201.681,762.605,3/16/2023 3:00,3,HmpSng,
205,205,Spectrogram 1,1,375563.3628,375629.9729,63.025,630.252,3/16/2023 3:19,3,HmpSng,
206,206,Spectrogram 1,1,378031.4982,378120.8625,107.143,762.605,3/16/2023 4:00,4,HmpSng,
207,207,Spectrogram 1,1,381675.3795,381783.8116,107.143,1355.042,3/16/2023 5:00,5,HmpSng,
208,208,Spectrogram 1,1,382511.0574,382633.4726,37.815,945.378,3/16/2023 5:14,5,HmpSng,
209,209,Spectrogram 1,1,385265.0573,385389.7606,107.143,913.866,3/16/2023 6:00,6,HmpSng,
210,210,Spectrogram 1,1,389049.7861,389129.3623,151.261,737.395,3/16/2023 7:03,7,HmpSng,
211,211,Spectrogram 1,1,390863.5657,390902.0826,144.958,2426.471,3/16/2023 7:34,7,HmpSng,
212,212,Spectrogram 1,1,392855.2861,392947.7013,157.563,1544.118,3/16/2023 8:07,8,HmpSng,
213,213,Spectrogram 1,1,393544.8538,393605.8707,163.866,2905.462,3/16/2023 8:18,8,HmpSng,
214,214,Spectrogram 1,1,396159.4809,396262.7012,63.025,831.933,3/16/2023 9:02,9,HmpSng,
215,215,Spectrogram 1,1,397549.4722,397616.4637,157.563,2798.319,3/16/2023 9:25,9,HmpSng,
216,216,Spectrogram 1,1,400220.54,400304.8196,163.866,920.168,3/16/2023 10:10,10,HmpSng,
217,217,Spectrogram 1,1,404416.7773,404467.8789,163.866,586.134,3/16/2023 11:20,11,Hmp,
218,218,Spectrogram 1,1,404909.2601,404965.955,157.563,497.899,3/16/2023 11:28,11,HmpSng,
219,219,Spectrogram 1,1,407864.4122,407887.9292,94.538,737.395,3/16/2023 12:17,12,Hmp,
220,220,Spectrogram 1,1,408579.3274,408612.2511,189.076,781.513,3/16/2023 12:29,12,HmpSng,
221,221,Spectrogram 1,1,409158.632,409210.2421,132.353,693.277,3/16/2023 12:39,12,HmpSng,
222,222,Spectrogram 1,1,411582.7845,411645.5811,107.143,630.252,3/16/2023 13:19,13,HmpSng,
223,223,Spectrogram 1,1,412450.9285,412523.5132,50.42,813.025,3/16/2023 13:33,13,HmpSng,
224,224,Spectrogram 1,1,415561.7249,415700.5384,239.496,1184.874,3/16/2023 14:25,14,HmpSng,
225,225,Spectrogram 1,1,419781.9869,419831.5631,94.538,623.95,3/16/2023 15:36,15,HmpSng,
226,226,Spectrogram 1,1,420410.9191,420475.2411,126.05,901.261,3/16/2023 15:46,15,HmpSng,
227,227,Spectrogram 1,1,420880.0123,420915.097,100.84,1121.849,3/16/2023 15:54,15,HmpSng,
228,228,Spectrogram 1,1,421762.3428,421821.8343,94.538,1197.479,3/16/2023 16:09,16,HmpSng,
229,229,Spectrogram 1,1,422524.1649,422622.0462,37.815,1871.849,3/16/2023 16:21,16,HmpSng,
230,230,Spectrogram 1,1,424824.8341,424885.7239,37.815,1329.832,3/16/2023 17:00,17,HmpSng,
231,231,Spectrogram 1,1,428820.6814,428910.4271,81.933,1090.336,3/16/2023 18:06,18,HmpSng,
232,232,Spectrogram 1,1,430444.495,430546.4441,126.05,1292.017,3/16/2023 18:33,18,HmpSng,
233,233,Spectrogram 1,1,432550.6221,432695.9186,119.748,1695.378,3/16/2023 19:08,19,HmpSng,
234,234,Spectrogram 1,1,435812.1051,435888.8847,63.025,510.504,3/16/2023 20:03,20,HmpSng,
235,235,Spectrogram 1,1,439358.0543,439451.9949,100.84,743.697,3/16/2023 21:02,21,HmpSng,
